"NEW_BP"|"SALDO_CHEQUE"|"SALDO_AHORRO"|"SALDO_CDP"
"1579566282"|0.00000000|96.67000000|0.00000000
"1579567511"|12276.63000000|19325.50000000|0.00000000
"1572890071"|0.00000000|2166.71000000|0.00000000
"1572282503"|745.45000000|96960.53747500|0.00000000
"1572282536"|9110.38000000|147.13000000|0.00000000
"1580681478"|0.00000000|3.66000000|0.00000000
"1572282822"|31943.34000000|2339.49848500|0.00000000
"1572660979"|9303.40000000|3443.08000000|0.00000000
"1572283356"|51218.86000000|566659.82935500|0.00000000
"1571786810"|0.00000000|16093.64000000|0.00000000
"1571613956"|0.00000000|107717.91000000|0.00000000
"1571692524"|0.00000000|582755.81368000|0.00000000
"1572161487"|0.00000000|13.99000000|0.00000000
"1578892744"|0.00000000|4200.88000000|0.00000000
"1572280357"|3000.00000000|103860.38531500|272189.50000000
"1572804744"|11654.07000000|0.00000000|0.00000000
"1572804606"|10246.36000000|283497.72467000|200000.00000000
"1579827620"|0.00000000|89.35000000|0.00000000
"1572670745"|10076.43000000|0.00000000|0.00000000
"1571742849"|21.29000000|0.00000000|0.00000000
"1579231453"|31.40000000|277.64000000|0.00000000
"1580380977"|0.00000000|14.02000000|0.00000000
"1572280536"|0.00000000|22147.18000000|0.00000000
"1572639247"|0.00000000|263.37000000|0.00000000
"1572465799"|0.00000000|2401.15000000|0.00000000
"1580096925"|0.00000000|119.46000000|0.00000000
"1572280570"|240.74000000|26782.81000000|0.00000000
"1571695713"|0.00000000|736.63000000|0.00000000
"1572280639"|0.77000000|59809.41000000|0.00000000
"1572301961"|108.59000000|3942.09000000|0.00000000
"1579539813"|2.09000000|16090.32000000|0.00000000
"1571603813"|0.00000000|0.00000000|0.00000000
"1572280738"|0.00000000|4497.23000000|0.00000000
"1578385852"|0.00000000|12976.88000000|0.00000000
"1572887167"|13.68000000|0.32000000|0.00000000
"1571847712"|0.00000000|0.00000000|0.00000000
"1572278897"|3700.82000000|4243.32678500|0.00000000
"1572279246"|73670.14000000|20927.57116500|3850000.00000000
"1572279220"|0.00000000|17057.36000000|580000.00000000
"1572278920"|0.00000000|42420.09233500|0.00000000
"1579106039"|245.46000000|6002.32000000|0.00000000
"1572278053"|0.00000000|100650.28991000|0.00000000
"1572278934"|11211.30000000|488614.34064500|0.00000000
"1571680230"|0.00000000|553055.17614500|0.00000000
"1572279319"|57259.48000000|9147.05187000|0.00000000
"1572278864"|9628.00000000|64181.58914500|0.00000000
"1572278417"|1692.72000000|1502.98000000|0.00000000
"1572278859"|0.20000000|3145.44744500|0.00000000
"1578463903"|2545.67000000|244335.55000000|0.00000000
"1577807457"|103.17000000|0.00000000|0.00000000
"1571657931"|0.00000000|0.60000000|0.00000000
"1572279021"|0.32000000|11697.08000000|0.00000000
"1571664841"|4030.28000000|179752.85584500|247445.00000000
"1571677178"|0.00000000|187071.09509500|0.00000000
"1572278141"|5360.32000000|170.73705000|0.00000000
"1573025726"|1884.17000000|0.00000000|0.00000000
"1571604003"|0.77000000|15943.99000000|850100.00000000
"1572296531"|0.00000000|793677.82805000|0.00000000
"1577928998"|16088.44000000|122665.92000000|0.00000000
"1579326537"|0.00000000|5852.93000000|0.00000000
"1571922481"|0.00000000|53.71000000|0.00000000
"1578586297"|22.51000000|2.29000000|0.00000000
"1571691115"|0.00000000|341803.90860500|7257076.00000000
"1571820047"|5874.44000000|208.36000000|0.00000000
"1572278507"|14485.02000000|2465.79983000|0.00000000
"1572280545"|0.00000000|482.73194500|0.00000000
"1572001049"|2507.27000000|377.96000000|0.00000000
"1579284446"|0.00000000|1272.90612500|0.00000000
"1572280102"|26032.62000000|3.34000000|0.00000000
"1572049749"|0.00000000|9302.61000000|0.00000000
"1578925301"|4901.00000000|1980.71991500|0.00000000
"1571695516"|0.00000000|37774.05000000|0.00000000
"1577772749"|7.32000000|20.61000000|0.00000000
"1572278160"|12723.16000000|476.11175500|0.00000000
"1572573599"|0.64000000|22318.78000000|0.00000000
"1581034499"|0.93000000|75.57000000|0.00000000
"1573022556"|0.00000000|22101.80835000|0.00000000
"1572333947"|0.00000000|331.19000000|0.00000000
"1571535020"|1365.64000000|69342.25731000|0.00000000
"1578609313"|0.00000000|961.53000000|0.00000000
"1577944838"|0.00000000|4031.98000000|0.00000000
"1572280353"|5943.88000000|11.50000000|0.00000000
"1572301197"|7579.63000000|4538.22000000|0.00000000
"1572607982"|0.00000000|99569.61000000|15000.00000000
"1580779271"|0.00000000|11798.23000000|0.00000000
"1580532703"|0.00000000|2470.23000000|0.00000000
"1572280210"|7081.79000000|40620.95668000|0.00000000
"1580879240"|0.17000000|18.36000000|0.00000000
"1572280181"|7573.00000000|12041.56000000|0.00000000
"1571918411"|0.00000000|0.08000000|0.00000000
"1571919404"|12842.12000000|36139.99638000|762576.00100000
"1572560748"|0.71000000|154075.96000000|0.00000000
"1572278458"|12356.28000000|596085.80687000|0.00000000
"1572272536"|0.00000000|723.20000000|0.00000000
"1579540644"|0.00000000|1555.79000000|0.00000000
"1579183438"|5.83000000|270436.83493000|0.00000000
"1581084156"|0.00000000|78.45000000|0.00000000
"1579649909"|0.00000000|5.45000000|0.00000000
"1572245834"|0.00000000|7478.32000000|0.00000000
"1572461046"|0.18000000|0.42000000|0.00000000
"1572099454"|0.00000000|4721.77805000|35000.00000000
"1581067116"|0.00000000|274.06400000|0.00000000
"1572281084"|39.44000000|7118.33794500|0.00000000
"1572281095"|4000.00000000|0.07000000|0.00000000
"1572533815"|0.00000000|5122.77300000|0.00000000
"1572493973"|0.00000000|3927.99000000|0.00000000
"1572148144"|0.00000000|1556.25000000|0.00000000
"1578989863"|0.00000000|15743.47233500|0.00000000
"1571676266"|0.00000000|1729.43000000|0.00000000
"1572869413"|0.00000000|22501.21000000|0.00000000
"1572281266"|0.00000000|35082.82318000|0.00000000
"1572626897"|0.00000000|7109.72000000|0.00000000
"1572148685"|4.60000000|63003.01000000|400000.00000000
"1571665986"|34595.43000000|140977.47514500|3600172.50000000
"1572282211"|12792.01000000|22092.99000000|0.00000000
"1579347924"|0.00000000|55824.70008500|0.00000000
"1580394549"|16342.73000000|0.12000000|0.00000000
"1579881460"|0.00000000|10794.39487000|0.00000000
"1572281953"|21928.50000000|0.90000000|0.00000000
"1572281920"|31.31000000|403.95000000|0.00000000
"1579373391"|13.77000000|145391.75000000|0.00000000
"1572278084"|15550.18000000|436479.07563500|0.00000000
"1572278876"|5196.67000000|17072.52895000|0.00000000
"1571719066"|725.00000000|57553.45000000|0.00000000
"1572278078"|6642.60000000|2501.05000000|0.00000000
"1572560186"|0.00000000|0.00000000|0.00000000
"1578275322"|39679.88000000|7.18000000|0.00000000
"1572569044"|0.00000000|69.06000000|0.00000000
"1572280737"|5115.59000000|136269.43962500|0.00000000
"1572280749"|7291.21000000|20076.55000000|0.00000000
"1571712535"|0.00000000|945.64963000|12000.00000000
"1572280771"|209.93000000|47464.92000000|36000.00000000
"1578412765"|0.00000000|13101.14634500|222000.00000000
"1572278601"|35675.16000000|196778.89000000|0.00000000
"1580811413"|0.00000000|93.40764500|0.00000000
"1578269222"|7313.23000000|0.00000000|0.00000000
"1572339970"|274.00000000|98005.61789000|0.00000000
"1571618433"|0.00000000|5871.17000000|0.00000000
"1581970786"|0.00000000|5304.69000000|0.00000000
"1572283443"|11352.43000000|10538.43000000|0.00000000
"1572280974"|0.03000000|1195.86156500|0.00000000
"1571618578"|0.00000000|93257.22482000|3043573.50000000
"1572283215"|110.01000000|223144.55489000|0.00000000
"1572283129"|0.51000000|13966.08758000|0.00000000
"1572281057"|0.00000000|57376.13489000|0.00000000
"1580866931"|0.00000000|68.46000000|0.00000000
"1581493850"|0.00000000|3000.42000000|0.00000000
"1572616909"|0.00000000|132086.97000000|0.00000000
"1572279970"|8775.28000000|607.20000000|0.00000000
"1572279180"|9382.76000000|1468.50009500|35000.00000000
"1571572169"|0.00000000|149516.15744500|0.00000000
"1571877313"|0.00000000|2025930.83572500|0.00000000
"1572401811"|0.00000000|13.79000000|0.00000000
"1572278207"|0.00000000|53749.28606500|180000.00000000
"1572329446"|1174.52000000|11638.41000000|0.00000000
"1572139896"|29810.49000000|3861.69000000|0.00000000
"1572279582"|18557.74000000|5081.83000000|0.00000000
"1572530255"|0.00000000|10545.55892500|0.00000000
"1580722984"|0.00000000|83.90000000|0.00000000
"1581767921"|0.00000000|43.57000000|0.00000000
"1571578575"|0.00000000|62089.51000000|0.00000000
"1580830848"|0.89000000|132.06000000|0.00000000
"1572062786"|0.00000000|23722.78320000|200000.00000000
"1572174598"|7431.53000000|4.46000000|0.00000000
"1572323712"|4.17000000|2891.60000000|0.00000000
"1579063788"|610.92000000|34554.93744500|0.00000000
"1571869063"|0.00000000|0.87000000|0.00000000
"1572118696"|70.07000000|0.03000000|0.00000000
"1573095012"|0.00000000|14333.03000000|0.00000000
"1572140383"|0.00000000|31980.27402000|0.00000000
"1573051527"|0.00000000|8732.10000000|0.00000000
"1579435723"|0.11000000|25586.93000000|0.00000000
"1571538546"|99.45000000|53142.56000000|0.00000000
"1571687648"|14902.31000000|171450.19000000|0.00000000
"1572681366"|0.00000000|137528.34118500|13733197.50000000
"1572557506"|0.00000000|4562.05000000|0.00000000
"1578500055"|0.00000000|18058.36264000|3632843.65350000
"1573090789"|0.00000000|80850.31000000|0.00000000
"1572280041"|8595.77000000|671.78000000|0.00000000
"1579233596"|0.00000000|99.30000000|0.00000000
"1577978350"|0.00000000|8456.19970500|247445.00000000
"1581532100"|112.21000000|25.09000000|0.00000000
"1572765815"|5.61000000|0.00000000|0.00000000
"1580088663"|0.00000000|11.50000000|0.00000000
"1571824949"|0.00000000|114241.66490500|0.00000000
"1573092614"|22017.84000000|404394.20272500|4064230.00000000
"1579298606"|966.52000000|7513.01467000|0.00000000
"1571873863"|0.00000000|527052.37593000|21997860.50000000
"1571675606"|0.00000000|1123.53000000|0.00000000
"1579403854"|0.00000000|10700.44000000|0.00000000
"1572283177"|0.81000000|25201.68986000|0.00000000
"1572281983"|0.00000000|14303.12000000|0.00000000
"1572015478"|0.00000000|73218.09188000|0.00000000
"1572282051"|6650.75000000|5894.32000000|0.00000000
"1572283130"|22355.54000000|745.43000000|0.00000000
"1579369351"|0.00000000|131.79000000|0.00000000
"1572282113"|7520.74000000|72.05000000|0.00000000
"1572665132"|0.00000000|2229.86000000|0.00000000
"1571619909"|0.00000000|3230.12000000|0.00000000
"1572623847"|0.00000000|2899.49000000|0.00000000
"1572323682"|29.54000000|13680.41000000|0.00000000
"1572283438"|24183.72000000|86.59000000|0.00000000
"1578692211"|0.00000000|122.56000000|0.00000000
"1572278243"|19000.00000000|1017122.10966500|1700000.00000000
"1572276936"|0.00000000|4200.87000000|0.00000000
"1571766837"|0.00000000|426675.32000000|0.00000000
"1579313620"|33149.33000000|100245.57066000|0.00000000
"1579918299"|0.00000000|0.48000000|0.00000000
"1572079168"|154.62000000|10908.46000000|0.00000000
"1572278289"|3500.97000000|4387.54000000|0.00000000
"1572017177"|5454.83000000|111948.94617500|0.00000000
"1580104166"|7.52000000|232957.50089200|0.00000000
"1573095480"|0.00000000|19503.55000000|0.00000000
"1578946685"|0.00000000|184781.13101000|0.00000000
"1579922721"|0.00000000|26.89000000|0.00000000
"1571616239"|0.00000000|105266.08244500|1655000.00000000
"1572278689"|9009.72000000|73784.05000000|0.00000000
"1571877216"|0.00000000|3257.79606000|0.00000000
"1573041638"|6231.19000000|63961.74000000|0.00000000
"1572282506"|0.00000000|92210.46494000|0.00000000
"1572278268"|1463.25000000|16590.89401000|0.00000000
"1572634728"|0.00000000|26929.29000000|0.00000000
"1572278281"|0.00000000|32319.10367500|0.00000000
"1579416201"|0.24000000|23754.93972500|0.00000000
"1572282498"|691.02000000|5941.28000000|0.00000000
"1572012186"|254.23000000|0.42000000|0.00000000
"1578544360"|187791.32000000|786697.30718500|493000.00000000
"1571763179"|0.00000000|79324.56000000|0.00000000
"1581065304"|43.28000000|8406.03000000|0.00000000
"1571974183"|0.00000000|1.82000000|0.00000000
"1572514884"|0.00000000|146301.37000000|0.00000000
"1572127208"|0.00000000|3609.23000000|0.00000000
"1571568462"|0.00000000|1777.34000000|0.00000000
"1571792298"|0.00000000|25841.88000000|0.00000000
"1572429435"|496.99000000|17142.33000000|0.00000000
"1579368997"|494.63000000|3622.74000000|0.00000000
"1572278331"|0.00000000|25801.18000000|0.00000000
"1571761461"|0.00000000|83873.65000000|0.00000000
"1572945396"|0.00000000|945.25000000|0.00000000
"1572278267"|100.00000000|23460.27744500|0.00000000
"1572282156"|483.56000000|1069.97000000|0.00000000
"1581507870"|0.00000000|49.94000000|0.00000000
"1578099113"|1813.38000000|12069.64424500|0.00000000
"1571936019"|0.00000000|5710.34000000|0.00000000
"1571626155"|0.00000000|3540.46000000|0.00000000
"1571877574"|0.00000000|2052.42000000|0.00000000
"1580981397"|0.77000000|2412.59994500|0.00000000
"1572011334"|0.00000000|1385.58000000|0.00000000
"1572232868"|0.00000000|6193.82000000|0.00000000
"1572500281"|0.00000000|28755.18000000|0.00000000
"1571849791"|27.34000000|550795.73865000|14270000.00000000
"1572282652"|1434.79000000|18049.29000000|0.00000000
"1572013548"|87.38000000|324.07000000|0.00000000
"1578439455"|6585.76000000|129101.08000000|0.00000000
"1581450544"|0.00000000|144.93000000|0.00000000
"1571774503"|0.00000000|68570.67934000|0.00000000
"1578372883"|0.00000000|2427.20000000|4250000.00000000
"1579188877"|0.00000000|30.18000000|0.00000000
"1572278430"|34102.51000000|1161240.96100500|0.00000000
"1572544166"|0.00000000|8660.81000000|0.00000000
"1577601858"|19043.18000000|49.79900000|0.00000000
"1580106913"|0.00000000|5716.30873500|0.00000000
"1572183025"|0.00000000|70.23000000|0.00000000
"1572785915"|0.00000000|17691.71000000|0.00000000
"1572299836"|0.00000000|357.06000000|0.00000000
"1581774087"|111.25000000|210.37000000|0.00000000
"1572624864"|0.00000000|5532.75453000|0.00000000
"1571919927"|0.00000000|91609.91962500|0.00000000
"1572744296"|0.00000000|1.58000000|0.00000000
"1572162276"|0.00000000|7132.88450000|0.00000000
"1573065056"|0.00000000|1319.05000000|0.00000000
"1580929591"|0.00000000|12923.40000000|0.00000000
"1572545043"|9640.04000000|166305.91954500|0.00000000
"1572335517"|0.29000000|56.71000000|0.00000000
"1572278498"|0.36000000|403319.93667000|0.00000000
"1577617679"|0.00000000|5493.90000000|0.00000000
"1572507496"|0.00000000|1001.07000000|0.00000000
"1571585509"|0.00000000|2376.53000000|0.00000000
"1571584641"|0.00000000|125831.94000000|0.00000000
"1579331540"|0.00000000|25814.29000000|0.00000000
"1579391985"|2279.96000000|38.03000000|0.00000000
"1572194993"|0.00000000|0.59000000|0.00000000
"1572577867"|7547.03000000|1.38000000|0.00000000
"1571736282"|0.00000000|68689.89301000|0.00000000
"1579331074"|0.00000000|2000716.98463500|0.00000000
"1572722121"|13.84000000|1260.49500000|0.00000000
"1572838743"|119.38000000|0.00000000|0.00000000
"1577609193"|1843.16000000|44587.54000000|0.00000000
"1572278109"|4629.79000000|146.27000000|0.00000000
"1571534992"|0.00000000|10789.87925500|0.00000000
"1572947764"|0.00000000|400.50285500|0.00000000
"1581456998"|0.00000000|132894.40745500|0.00000000
"1571733272"|65498.38000000|15639.93000000|0.00000000
"1580440993"|0.00000000|2000.07000000|0.00000000
"1572639486"|6328.57000000|107744.31000000|0.00000000
"1578887426"|272.46000000|7669.22489000|0.00000000
"1571913620"|0.00000000|4.71000000|0.00000000
"1572321324"|14.78000000|0.20000000|0.00000000
"1577920506"|0.00000000|244391.32989500|0.00000000
"1572278364"|0.50000000|481076.95970500|0.00000000
"1573096068"|0.00000000|111.58000000|0.00000000
"1580090803"|27.50000000|276.85000000|0.00000000
"1580067360"|6969.26000000|1871.30260500|0.00000000
"1571535316"|0.00000000|98.89000000|0.00000000
"1572510863"|101.09000000|13367.01000000|0.00000000
"1580105054"|0.00000000|86.93000000|0.00000000
"1572278058"|0.00000000|7667.40000000|0.00000000
"1572163323"|0.00000000|45089.21000000|0.00000000
"1572921583"|0.00000000|1006.32000000|0.00000000
"1572026747"|0.00000000|1905.24000000|0.00000000
"1580795996"|0.00000000|0.43000000|0.00000000
"1572278238"|263.25000000|36437.83000000|0.00000000
"1571881434"|0.00000000|7645.96000000|0.00000000
"1572278538"|0.00000000|61213.11317500|0.00000000
"1572066524"|0.00000000|10188.02931500|0.00000000
"1572278575"|11413.96000000|8418.47000000|0.00000000
"1572286392"|0.00000000|1955.15581000|0.00000000
"1578014540"|0.00000000|5.21000000|0.00000000
"1571758749"|0.00000000|748746.12489000|3570000.00000000
"1572694602"|32.19000000|2589.79000000|0.00000000
"1579545440"|0.00000000|1.08000000|0.00000000
"1572654995"|0.00000000|44.56000000|0.00000000
"1572966563"|0.11000000|0.00000000|0.00000000
"1578171683"|0.00000000|165.90445000|0.00000000
"1572854593"|0.00000000|123523.76283500|0.00000000
"1571723676"|0.00000000|613659.58000000|0.00000000
"1572320426"|0.00000000|8.53000000|0.00000000
"1582499599"|0.00000000|332.84000000|0.00000000
"1580008979"|0.00000000|10926.34000000|0.00000000
"1572951467"|100254.97000000|198249.25000000|0.00000000
"1571606597"|0.00000000|386.15000000|0.00000000
"1571755037"|0.00000000|55236.25000000|0.00000000
"1572278403"|0.48000000|5480.86267000|0.00000000
"1572320821"|0.00000000|396.92000000|0.00000000
"1581156877"|0.00000000|0.79000000|0.00000000
"1572278212"|4928.56000000|3518.99000000|0.00000000
"1578926799"|0.00000000|68.04000000|0.00000000
"1572278223"|198.05000000|47810.38214500|0.00000000
"1571607655"|0.00000000|1465.12184500|0.00000000
"1571755789"|520550.37000000|222994.69821500|0.00000000
"1571923806"|32.84000000|20661.68000000|0.00000000
"1572146892"|2118.69000000|1755.22594000|0.00000000
"1572278868"|2.57000000|1100.48000000|0.00000000
"1572279851"|1208.31000000|235491.07000000|230000.00000000
"1571539882"|1434.11000000|68.62000000|0.00000000
"1572866259"|0.00000000|1.14000000|0.00000000
"1580651756"|0.00000000|5.04000000|0.00000000
"1580824996"|0.00000000|41.68000000|0.00000000
"1577819238"|0.65000000|1314.22000000|0.00000000
"1571812413"|0.00000000|285.57632500|0.00000000
"1571545118"|6869.97000000|111283.81000000|436000.00000000
"1572279898"|0.00000000|36150.96000000|0.00000000
"1572279901"|12248.59000000|3460.50736500|0.00000000
"1572628103"|0.00000000|1121.43000000|0.00000000
"1580093119"|0.00000000|0.04000000|0.00000000
"1571834105"|0.00000000|15831.47000000|0.00000000
"1578448174"|0.00000000|13150.93057500|0.00000000
"1580390707"|13245.19000000|0.00000000|0.00000000
"1572280704"|46689.72000000|3.75000000|0.00000000
"1580359816"|15.55000000|33.57000000|0.00000000
"1572278857"|0.00000000|370.27000000|25000.00000000
"1572005655"|0.00000000|232.54000000|0.00000000
"1572279621"|166144.59000000|99082.79841500|0.00000000
"1572350969"|0.00000000|7253.37000000|0.00000000
"1571832287"|35.29000000|0.00000000|0.00000000
"1580084327"|0.00000000|0.85000000|0.00000000
"1572279706"|2744.24000000|0.90000000|0.00000000
"1572652366"|0.00000000|249.95700000|0.00000000
"1579798589"|18260.20000000|18757.07000000|0.00000000
"1572280996"|11090.30000000|6586.02401000|0.00000000
"1571537014"|7.11000000|2496.04000000|0.00000000
"1572005000"|27.24000000|548.58000000|0.00000000
"1572280863"|3159.48000000|0.00000000|0.00000000
"1571678726"|0.00000000|302936.45659500|0.00000000
"1572800484"|41.81000000|2.16000000|0.00000000
"1572279301"|0.00000000|61713.47500000|0.00000000
"1572737452"|0.00000000|11588.41866000|0.00000000
"1572279825"|7820.95000000|3382.31004000|0.00000000
"1571642839"|0.00000000|2.54000000|0.00000000
"1571690522"|0.00000000|19047.28000000|0.00000000
"1577752974"|0.00000000|95.44000000|0.00000000
"1581032694"|0.00000000|33.30000000|0.00000000
"1572280419"|0.00000000|9309.34000000|0.00000000
