"NEW_BP"|"TC_MASTERCARD"|"TC_VISA"|"PRESTAMO_CONVENIO"|"PRESTAMO_CONSUMO"|"VIVIENDA"|"VEHICULO"
"1577720447"|0.00|31525.46|0.00|0.00|0.00|0.00
"1581901934"|14015.58|0.00|0.00|0.00|0.00|0.00
"1572029569"|0.00|25237.58|0.00|0.00|0.00|0.00
"1578056873"|0.00|16143.61|0.00|183744.90|0.00|0.00
"1573021527"|1323.60|0.00|0.00|76095.58|0.00|0.00
"1580807129"|39495.98|0.00|0.00|0.00|0.00|0.00
"1580116232"|0.00|2968.66|0.00|0.00|0.00|0.00
"1579684221"|0.00|29636.34|0.00|0.00|0.00|0.00
"1581562212"|30333.10|0.00|0.00|0.00|0.00|0.00
"1572129718"|30493.18|25169.94|0.00|0.00|0.00|0.00
"1571827336"|3384.52|0.00|0.00|0.00|0.00|0.00
"1572941629"|0.00|8781.38|284891.24|0.00|0.00|0.00
"1580101740"|47128.34|153996.44|0.00|0.00|0.00|0.00
"1572636755"|63608.22|0.00|0.00|0.00|0.00|0.00
"1580960150"|0.00|18453.96|0.00|0.00|0.00|0.00
"1571580394"|0.00|7650.85|0.00|0.00|0.00|0.00
"1572127098"|0.00|22625.56|0.00|0.00|0.00|0.00
"1579331449"|0.00|32888.15|0.00|0.00|0.00|0.00
"1572324910"|0.00|37894.70|0.00|0.00|0.00|0.00
"1579801583"|23506.78|0.00|103473.62|0.00|0.00|0.00
"1581460303"|0.00|19020.85|0.00|0.00|0.00|0.00
"1580895073"|40172.34|0.00|0.00|0.00|0.00|0.00
"1581354730"|0.00|10869.22|145160.89|0.00|0.00|0.00
"1580898065"|15379.27|0.00|0.00|0.00|0.00|0.00
"1581359928"|0.00|34154.36|0.00|0.00|473312.13|0.00
"1572960122"|46959.49|0.00|0.00|0.00|0.00|0.00
"1579260370"|32592.43|0.00|0.00|0.00|0.00|0.00
"1572947953"|0.00|829.88|0.00|209532.87|0.00|0.00
"1572474538"|9854.45|35561.96|0.00|0.00|0.00|0.00
"1572992085"|0.00|33091.49|0.00|0.00|0.00|0.00
"1581393770"|39096.23|0.00|0.00|0.00|0.00|0.00
"1580120215"|0.00|13873.32|0.00|0.00|0.00|0.00
"1571621914"|15910.94|0.00|14920.75|0.00|0.00|0.00
"1579285824"|18382.23|0.00|0.00|0.00|0.00|0.00
"1572343651"|0.00|34468.20|103243.44|0.00|0.00|0.00
"1580990601"|40195.43|0.00|541184.70|0.00|0.00|0.00
"1572203247"|13053.75|0.00|326898.66|0.00|0.00|0.00
"1580514446"|26590.20|0.00|0.00|0.00|0.00|0.00
"1572020409"|29253.38|0.00|0.00|0.00|0.00|0.00
"1571922860"|85890.75|0.00|0.00|0.00|0.00|0.00
"1580706691"|0.00|10888.21|0.00|0.00|0.00|0.00
"1572344980"|1090.65|0.00|0.00|0.00|0.00|0.00
"1572324000"|11107.44|0.00|0.00|0.00|0.00|0.00
"1580341443"|0.00|17765.98|0.00|0.00|0.00|0.00
"1571997275"|68159.16|0.00|188572.01|0.00|0.00|0.00
"1572923563"|8146.98|8820.91|0.00|0.00|0.00|0.00
"1579687065"|0.00|30198.30|0.00|0.00|0.00|0.00
"1581521991"|0.00|14880.43|0.00|239431.25|0.00|0.00
"1580789348"|25664.52|0.00|0.00|0.00|0.00|0.00
"1579890202"|30039.04|0.00|0.00|0.00|0.00|0.00
"1571635695"|53550.32|0.00|0.00|0.00|0.00|0.00
"1572332310"|0.00|934.51|0.00|0.00|0.00|0.00
"1581983480"|53970.59|0.00|0.00|124008.82|0.00|0.00
"1580600362"|30850.36|0.00|0.00|0.00|0.00|0.00
"1571989795"|14333.97|100787.03|0.00|0.00|0.00|0.00
"1581394317"|28568.26|0.00|0.00|0.00|0.00|0.00
"1581749971"|12740.79|0.00|0.00|0.00|0.00|0.00
"1580171480"|0.00|23191.77|0.00|0.00|0.00|0.00
"1572632787"|31505.37|0.00|0.00|0.00|0.00|0.00
"1572573599"|35512.28|0.00|54400.05|0.00|0.00|0.00
"1572588814"|37701.59|0.00|0.00|0.00|0.00|0.00
"1572310294"|1831.53|5045.14|0.00|0.00|0.00|0.00
"1580151801"|0.00|39300.34|0.00|0.00|0.00|0.00
"1572156528"|31176.71|0.00|0.00|0.00|0.00|0.00
"1579334768"|0.00|26103.17|0.00|0.00|0.00|0.00
"1572883083"|0.00|42302.72|0.00|0.00|0.00|0.00
"1572227500"|9576.75|16440.72|0.00|0.00|0.00|0.00
"1579275774"|0.00|7380.48|0.00|147690.49|0.00|0.00
"1573077434"|2987.43|0.00|0.00|0.00|0.00|0.00
"1581305069"|0.00|27294.21|0.00|0.00|0.00|0.00
"1579984411"|0.00|21757.20|0.00|134189.43|0.00|0.00
"1580603505"|0.00|23415.88|102939.86|0.00|0.00|0.00
"1577983322"|3034.32|0.00|0.00|0.00|0.00|0.00
"1580600384"|73850.69|18731.40|0.00|0.00|0.00|0.00
"1578693811"|0.00|1156.74|0.00|0.00|0.00|0.00
"1572246022"|0.00|29753.53|0.00|0.00|0.00|0.00
"1571887127"|0.00|14642.52|0.00|0.00|0.00|0.00
"1572664598"|0.00|44005.81|0.00|56757.09|0.00|0.00
"1579370059"|9079.93|0.00|0.00|94731.89|0.00|0.00
"1578685400"|0.00|995.63|7490.09|0.00|0.00|0.00
"1579477386"|5918.04|0.00|0.00|0.00|0.00|0.00
"1572700546"|0.00|2757.99|0.00|0.00|0.00|0.00
"1580671848"|0.00|23587.77|0.00|0.00|0.00|0.00
"1571912694"|0.00|15342.17|0.00|0.00|0.00|0.00
"1581371489"|22172.52|0.00|0.00|0.00|0.00|0.00
"1571624966"|29491.09|0.00|0.00|0.00|0.00|0.00
"1582133198"|0.00|19069.82|0.00|0.00|0.00|0.00
"1579337414"|0.00|30301.19|0.00|0.00|0.00|0.00
"1571784554"|48216.87|0.00|0.00|0.00|0.00|0.00
"1579195566"|0.00|41903.60|305235.70|0.00|0.00|0.00
"1572604965"|0.00|1115.96|71055.26|0.00|0.00|0.00
"1572334638"|0.00|69177.14|307753.62|0.00|0.00|0.00
"1572315423"|0.00|27105.24|0.00|0.00|1198005.57|629591.66
"1579254272"|0.00|21487.82|0.00|0.00|0.00|0.00
"1577772749"|23786.33|21339.95|0.00|158796.84|0.00|0.00
"1577856646"|0.00|26025.56|247929.85|0.00|0.00|0.00
"1580177877"|19352.45|0.00|0.00|0.00|0.00|0.00
"1571689206"|1246.83|18130.86|0.00|0.00|0.00|0.00
"1571700789"|23143.04|0.00|0.00|0.00|0.00|0.00
"1572804662"|23806.12|0.00|0.00|0.00|0.00|0.00
"1572079358"|15172.01|0.00|132663.90|0.00|0.00|0.00
"1572699351"|42645.78|0.00|0.00|0.00|0.00|0.00
"1572260722"|29805.13|0.00|322799.76|0.00|0.00|0.00
"1579922020"|10388.67|0.00|0.00|0.00|0.00|0.00
"1580079404"|0.00|19617.76|78590.47|0.00|0.00|0.00
"1571861040"|0.00|4144.73|0.00|0.00|0.00|0.00
"1579636710"|35305.35|15522.33|0.00|0.00|0.00|0.00
"1580650695"|0.00|34350.61|0.00|0.00|0.00|0.00
"1572392827"|0.00|90854.27|0.00|0.00|0.00|0.00
"1572946674"|55267.61|0.00|0.00|0.00|0.00|0.00
"1581879290"|53081.90|0.00|0.00|0.00|0.00|0.00
"1581775814"|6690.14|0.00|20440.68|0.00|0.00|0.00
"1581173146"|0.00|13680.82|0.00|0.00|0.00|0.00
"1571629579"|0.00|4150.03|0.00|0.00|0.00|0.00
"1579419086"|18605.11|0.00|0.00|0.00|0.00|0.00
"1581347950"|21415.14|0.00|0.00|0.00|0.00|0.00
"1581904796"|371.57|371.57|0.00|0.00|0.00|0.00
"1571761461"|17467.55|31621.84|0.00|0.00|0.00|0.00
"1579209780"|0.00|45171.22|0.00|119283.81|0.00|0.00
"1580114682"|0.00|15300.80|0.00|0.00|0.00|0.00
"1572042673"|0.00|9372.03|0.00|0.00|0.00|0.00
"1572792025"|17655.87|0.00|0.00|0.00|0.00|0.00
"1582611800"|22604.02|0.00|0.00|0.00|0.00|0.00
"1572875021"|3204.44|32620.72|365004.01|0.00|0.00|0.00
"1577820247"|13096.24|0.00|0.00|0.00|0.00|0.00
"1571624087"|50000.00|371.97|0.00|0.00|0.00|0.00
"1572950609"|22189.02|0.00|225758.54|0.00|0.00|0.00
"1571769886"|0.00|9130.15|0.00|0.00|0.00|0.00
"1572011072"|60013.68|0.00|0.00|0.00|0.00|0.00
"1580056437"|20529.30|22492.14|0.00|0.00|0.00|0.00
"1571691363"|0.00|5939.53|0.00|0.00|0.00|0.00
"1577799871"|0.00|47706.97|0.00|0.00|0.00|0.00
"1580819672"|0.00|17996.47|0.00|120087.10|0.00|0.00
"1571699764"|401.19|51744.26|0.00|0.00|0.00|0.00
"1581165988"|0.00|39052.91|0.00|0.00|0.00|0.00
"1580101764"|0.00|22214.21|0.00|0.00|0.00|0.00
"1580412382"|6017.19|12201.75|0.00|0.00|0.00|0.00
"1571589630"|0.00|29893.53|0.00|0.00|0.00|0.00
"1581199881"|8129.46|0.00|0.00|0.00|0.00|0.00
"1572266591"|3746.29|0.00|0.00|0.00|0.00|0.00
"1572081445"|39365.09|0.00|0.00|0.00|0.00|0.00
"1578863616"|16608.09|0.00|118591.05|0.00|0.00|0.00
"1579025662"|0.00|15244.97|0.00|0.00|0.00|0.00
"1572429337"|25283.29|3083.87|0.00|0.00|0.00|0.00
"1572331106"|0.00|40069.04|0.00|0.00|0.00|0.00
"1579511067"|22198.10|26400.99|0.00|0.00|0.00|0.00
"1581915162"|58999.91|0.00|0.00|0.00|0.00|0.00
"1579160154"|19239.29|0.00|0.00|0.00|0.00|0.00
"1579944779"|47325.67|0.00|0.00|0.00|0.00|0.00
"1581727630"|0.00|14464.68|0.00|0.00|0.00|0.00
"1579883417"|322016.72|0.00|0.00|0.00|0.00|0.00
"1579302947"|2565.25|34851.00|0.00|0.00|0.00|0.00
"1581883093"|1790.57|0.00|0.00|0.00|0.00|0.00
"1572332116"|0.00|22564.01|0.00|0.00|0.00|0.00
"1579277336"|0.00|17517.38|0.00|153876.86|0.00|0.00
"1572304044"|20625.49|0.00|0.00|0.00|0.00|0.00
"1580504579"|0.00|15045.15|0.00|139593.88|0.00|0.00
"1572369284"|22103.20|0.00|0.00|0.00|0.00|0.00
"1572675629"|24079.67|0.00|0.00|0.00|0.00|0.00
"1579873067"|60413.02|0.00|0.00|0.00|0.00|0.00
"1571987207"|33986.30|0.00|0.00|0.00|0.00|0.00
"1582499599"|21872.75|43301.67|0.00|0.00|0.00|0.00
"1579652800"|38283.52|0.00|287805.93|0.00|0.00|0.00
"1572949824"|10419.45|0.00|0.00|0.00|0.00|0.00
"1572477330"|3829.88|13662.34|0.00|0.00|0.00|0.00
"1579371051"|28023.48|0.00|0.00|0.00|0.00|0.00
"1582158523"|0.00|66041.91|0.00|0.00|0.00|0.00
"1572966648"|0.00|118595.19|0.00|0.00|0.00|0.00
"1571696000"|0.00|41498.07|0.00|0.00|0.00|0.00
"1572092469"|0.00|57158.04|0.00|0.00|0.00|0.00
"1580537656"|0.00|112187.15|0.00|0.00|0.00|0.00
"1579976331"|8418.43|0.00|0.00|0.00|0.00|0.00
"1572626987"|0.00|56153.80|0.00|0.00|0.00|0.00
"1572511858"|0.00|63860.00|0.00|0.00|0.00|0.00
"1571695713"|119842.91|35737.35|0.00|0.00|0.00|0.00
"1581763318"|14079.99|0.00|0.00|0.00|0.00|0.00
"1578537232"|25823.13|0.00|47053.14|0.00|0.00|0.00
"1571620133"|16544.16|8672.43|0.00|0.00|0.00|0.00
"1571609619"|0.00|620.08|0.00|0.00|0.00|0.00
"1572635878"|4813.57|3231.58|0.00|0.00|0.00|0.00
"1580311213"|39587.14|22694.39|0.00|0.00|0.00|0.00
"1580426655"|25735.36|0.00|0.00|77965.32|0.00|0.00
"1579325973"|0.00|28364.66|0.00|0.00|0.00|0.00
"1577748266"|40067.44|0.00|0.00|0.00|0.00|0.00
"1579089817"|29909.71|0.00|0.00|0.00|0.00|0.00
"1579663830"|9757.63|0.00|0.00|0.00|0.00|0.00
"1572099746"|0.00|15916.07|0.00|0.00|0.00|0.00
"1580787004"|18342.76|0.00|0.00|0.00|0.00|0.00
"1572969573"|0.00|8519.78|0.00|0.00|0.00|0.00
"1579238988"|44648.68|0.00|0.00|93671.73|0.00|0.00
"1572139487"|0.00|2428.83|0.00|0.00|0.00|0.00
"1578825503"|0.00|22667.40|0.00|0.00|0.00|0.00
"1581826119"|0.00|11300.69|0.00|0.00|0.00|0.00
"1572198108"|5527.46|0.00|0.00|0.00|0.00|0.00
"1572331585"|22917.96|0.00|0.00|67001.47|0.00|0.00
"1571876383"|17176.14|0.00|0.00|0.00|0.00|0.00
"1572556689"|0.00|34008.68|0.00|0.00|0.00|0.00
"1579883797"|0.00|12610.07|0.00|0.00|0.00|0.00
"1580583744"|0.00|15303.22|0.00|0.00|0.00|0.00
"1571656243"|27829.96|0.00|0.00|0.00|0.00|0.00
"1572277817"|0.00|1139.63|0.00|0.00|0.00|0.00
"1578579384"|10185.41|30888.82|0.00|0.00|0.00|0.00
"1571735176"|14748.23|22538.12|0.00|0.00|0.00|0.00
"1579326537"|23079.23|44578.82|0.00|0.00|0.00|0.00
"1579275536"|11214.15|0.00|0.00|0.00|0.00|0.00
"1579461993"|0.00|24495.30|0.00|0.00|0.00|0.00
"1572322927"|0.00|10944.40|0.00|0.00|0.00|0.00
"1582228148"|9444.05|0.00|0.00|0.00|0.00|0.00
"1580437048"|16323.56|0.00|0.00|0.00|0.00|0.00
"1579369351"|24017.12|0.00|0.00|0.00|0.00|0.00
"1580527498"|0.00|9807.98|0.00|0.00|0.00|0.00
"1581278401"|0.00|21859.29|49225.04|0.00|0.00|0.00
"1572547102"|0.00|28901.13|0.00|0.00|0.00|0.00
"1580551904"|0.00|15850.75|0.00|0.00|0.00|285717.43
"1572550669"|33381.76|0.00|0.00|0.00|0.00|0.00
"1572554418"|23934.34|0.00|0.00|0.00|0.00|0.00
"1571818902"|1613.19|0.00|0.00|0.00|0.00|0.00
"1579334430"|0.00|11133.69|0.00|0.00|0.00|0.00
"1573007053"|0.00|18148.58|0.00|0.00|0.00|0.00
"1581521512"|0.00|34304.44|0.00|0.00|0.00|0.00
"1580106816"|3391.55|0.00|0.00|0.00|0.00|0.00
"1571957807"|55900.88|0.00|0.00|0.00|0.00|0.00
"1571922481"|70971.47|0.00|0.00|0.00|0.00|0.00
"1572251183"|0.00|40350.62|0.00|0.00|0.00|0.00
"1577925885"|0.00|25617.90|0.00|0.00|0.00|0.00
"1580112088"|0.00|42888.63|0.00|0.00|0.00|0.00
"1571611561"|1466.16|0.00|0.00|0.00|0.00|0.00
"1579668318"|31801.81|0.00|0.00|0.00|0.00|0.00
"1580068201"|0.00|10993.97|0.00|82552.42|0.00|0.00
"1572333097"|0.00|24162.27|0.00|0.00|0.00|0.00
"1579900333"|16416.04|0.00|0.00|0.00|0.00|0.00
"1572020672"|0.00|11044.57|0.00|0.00|0.00|0.00
"1573035983"|16771.31|0.00|0.00|0.00|0.00|0.00
"1571692913"|0.00|27533.66|0.00|0.00|0.00|0.00
"1571923531"|0.00|68226.43|0.00|0.00|0.00|0.00
"1582197198"|0.00|42620.87|0.00|0.00|0.00|0.00
"1571607655"|0.00|69832.07|0.00|0.00|0.00|0.00
"1579479585"|0.00|23032.19|0.00|0.00|0.00|0.00
"1580912787"|74206.25|20546.91|0.00|0.00|0.00|0.00
"1579230900"|3185.64|0.00|0.00|0.00|0.00|0.00
"1580925250"|0.00|6505.68|0.00|0.00|0.00|0.00
"1572195952"|11644.16|0.00|0.00|0.00|224487.72|0.00
"1572754618"|15575.03|0.00|0.00|0.00|0.00|0.00
"1572934773"|29308.76|0.00|0.00|0.00|0.00|0.00
"1572638749"|6907.62|0.00|0.00|0.00|0.00|0.00
