"NEW_BP"|"TC_MASTERCARD"|"TC_VISA"|"PRESTAMO_CONVENIO"|"PRESTAMO_CONSUMO"|"VIVIENDA"|"VEHICULO"
"1571700339"|0.00|18899.02|0.00|244037.04|0.00|0.00
"1581300529"|0.00|22723.00|0.00|0.00|0.00|0.00
"1571584138"|0.00|28793.82|0.00|0.00|0.00|0.00
"1572227528"|32183.63|0.00|0.00|0.00|0.00|0.00
"1582191877"|0.00|31262.71|0.00|0.00|0.00|0.00
"1578385536"|0.00|38849.31|0.00|0.00|0.00|0.00
"1571988054"|0.00|36843.43|0.00|0.00|0.00|0.00
"1572949923"|52789.32|0.00|0.00|0.00|0.00|0.00
"1580964764"|0.00|60591.52|0.00|74247.49|0.00|0.00
"1572278300"|176633.98|0.00|0.00|0.00|0.00|0.00
"1572269220"|0.00|54900.78|135954.50|0.00|0.00|0.00
"1578743718"|0.00|26857.27|0.00|0.00|0.00|0.00
"1580085042"|0.00|27079.48|0.00|0.00|0.00|0.00
"1582224086"|52871.30|0.00|0.00|0.00|0.00|0.00
"1572013563"|0.00|11080.33|122955.91|0.00|0.00|0.00
"1581275990"|5228.45|0.00|0.00|0.00|0.00|0.00
"1580114035"|18576.95|0.00|0.00|0.00|0.00|0.00
"1572273079"|83747.26|0.00|0.00|62202.89|0.00|0.00
"1572075867"|65070.84|0.00|38737.41|0.00|0.00|0.00
"1580812409"|0.00|31159.07|0.00|29406.94|0.00|0.00
"1572806438"|149724.70|0.00|0.00|0.00|0.00|0.00
"1571540299"|30585.49|0.00|0.00|81273.81|0.00|0.00
"1579206414"|190334.28|0.00|0.00|0.00|0.00|0.00
"1579624852"|10880.71|0.00|0.00|0.00|0.00|0.00
"1580980024"|25449.53|0.00|0.00|0.00|0.00|0.00
"1571767568"|109347.50|0.00|0.00|0.00|0.00|0.00
"1572183667"|17387.79|85479.10|0.00|0.00|0.00|0.00
"1571917000"|0.00|112919.37|0.00|590452.34|0.00|0.00
"1572278171"|54310.03|15787.91|627577.88|0.00|323255.85|0.00
"1572251579"|0.00|18830.40|76605.86|0.00|0.00|0.00
"1571614494"|0.00|31924.61|0.00|0.00|83552.89|0.00
"1572331661"|0.00|36496.72|0.00|0.00|0.00|0.00
"1582312507"|51428.95|0.00|0.00|0.00|0.00|0.00
"1579629138"|22810.60|0.00|88802.82|0.00|0.00|0.00
"1581386933"|27182.91|0.00|0.00|0.00|0.00|0.00
"1579217813"|0.00|45791.43|0.00|78811.66|0.00|0.00
"1572646704"|0.00|37512.51|0.00|0.00|0.00|0.00
"1571690155"|57215.90|0.00|0.00|0.00|0.00|0.00
"1571588974"|0.00|113615.96|0.00|0.00|0.00|0.00
"1572628909"|15059.20|0.00|0.00|0.00|1092796.47|0.00
"1579179076"|0.00|91146.45|0.00|0.00|0.00|0.00
"1580333609"|0.00|41159.97|0.00|0.00|0.00|0.00
"1577619840"|50551.40|0.00|0.00|0.00|0.00|0.00
"1572280473"|29783.70|0.00|0.00|0.00|0.00|0.00
"1572963846"|52901.78|0.00|0.00|0.00|0.00|0.00
"1580794709"|6727.53|0.00|170175.31|0.00|0.00|0.00
"1578759388"|52847.25|0.00|0.00|0.00|0.00|0.00
"1578543582"|13989.61|0.00|0.00|0.00|0.00|0.00
"1578607113"|37213.48|0.00|0.00|0.00|0.00|0.00
"1582317520"|0.00|49197.26|0.00|0.00|0.00|0.00
"1572280702"|6087.56|0.00|34790.29|0.00|0.00|0.00
"1572238324"|93008.16|0.00|266409.67|0.00|0.00|0.00
"1572711414"|17298.43|0.00|0.00|0.00|0.00|0.00
"1581272714"|0.00|16803.38|0.00|0.00|0.00|0.00
"1571701243"|0.00|17677.67|148797.24|0.00|0.00|0.00
"1578916415"|0.00|23335.32|81245.99|0.00|0.00|0.00
"1581469378"|0.00|14607.88|0.00|0.00|0.00|0.00
"1579653476"|50917.49|0.00|0.00|0.00|0.00|0.00
"1573092614"|96459.13|0.00|0.00|0.00|0.00|0.00
"1581207843"|0.00|46049.75|0.00|0.00|0.00|0.00
"1580072889"|0.00|5905.08|118626.33|0.00|0.00|0.00
"1578379989"|0.00|39916.84|0.00|122835.68|0.00|0.00
"1580759397"|22208.64|0.00|0.00|0.00|0.00|0.00
"1581621461"|25192.26|0.00|0.00|0.00|0.00|0.00
"1572651577"|13884.55|1173.51|0.00|0.00|0.00|0.00
"1571788191"|0.00|51487.91|0.00|0.00|0.00|0.00
"1572234026"|167801.74|0.00|0.00|0.00|0.00|0.00
"1571939522"|125504.05|0.00|0.00|246503.57|0.00|0.00
"1571847712"|114879.82|0.00|0.00|0.00|0.00|0.00
"1579654535"|309.29|20036.19|0.00|451333.84|0.00|0.00
"1579369195"|30424.29|0.00|359787.49|0.00|0.00|0.00
"1572032993"|71490.24|0.00|157051.24|0.00|0.00|0.00
"1571913739"|251541.45|0.00|0.00|0.00|0.00|0.00
"1573035763"|42653.99|0.00|0.00|0.00|0.00|0.00
"1572279898"|16579.85|27450.27|0.00|0.00|0.00|0.00
"1572141714"|179163.01|0.00|0.00|135283.82|0.00|0.00
"1579412848"|61582.31|0.00|0.00|0.00|0.00|0.00
"1573090789"|61075.73|49975.88|0.00|0.00|0.00|0.00
"1579892284"|0.00|23394.23|0.00|0.00|0.00|0.00
"1572232868"|27929.26|0.00|0.00|0.00|0.00|0.00
"1573023950"|36950.33|0.00|0.00|0.00|0.00|0.00
"1571808461"|76001.69|140125.86|0.00|0.00|0.00|0.00
"1580621460"|0.00|14958.03|0.00|108073.90|0.00|0.00
"1578099113"|51725.64|0.00|264446.65|0.00|1099429.73|0.00
"1581785992"|36792.90|0.00|0.00|162493.77|0.00|0.00
"1579290778"|19213.40|225792.63|0.00|0.00|0.00|0.00
"1578034427"|200906.85|0.00|0.00|0.00|0.00|0.00
"1571766837"|31317.60|0.00|0.00|0.00|0.00|0.00
"1578594522"|71741.63|0.00|5889.92|0.00|0.00|0.00
"1572201086"|28024.16|0.00|0.00|0.00|0.00|0.00
"1572213055"|9711.12|0.00|0.00|0.00|1774067.79|0.00
"1578088809"|44850.48|0.00|0.00|0.00|0.00|0.00
"1580748958"|40245.46|0.00|218380.35|0.00|0.00|0.00
"1580114338"|7469.53|0.00|0.00|0.00|0.00|0.00
"1580162347"|55230.09|0.00|0.00|0.00|0.00|0.00
"1572907034"|0.00|37512.22|0.00|0.00|0.00|0.00
"1577753606"|35437.15|0.00|0.00|0.00|0.00|0.00
"1572342705"|0.00|103242.36|0.00|0.00|0.00|0.00
"1580109929"|0.00|30222.15|75380.41|0.00|0.00|0.00
"1579041794"|236599.36|0.00|0.00|0.00|0.00|0.00
"1572699766"|32071.49|0.00|0.00|219974.96|0.00|0.00
"1572104528"|85509.35|0.00|0.00|0.00|0.00|0.00
"1579315421"|0.00|27728.78|0.00|0.00|0.00|0.00
"1573011976"|0.00|191410.05|0.00|0.00|0.00|0.00
"1572864859"|0.00|29988.98|0.00|0.00|0.00|0.00
"1571732766"|32133.98|0.00|0.00|0.00|0.00|0.00
"1571824476"|0.00|209351.92|0.00|0.00|0.00|0.00
"1572201670"|25965.85|0.00|0.00|0.00|881905.14|0.00
"1572282484"|19471.25|0.00|0.00|0.00|0.00|0.00
"1581110190"|19797.11|0.00|0.00|0.00|0.00|0.00
"1580965367"|21758.94|15779.08|0.00|0.00|0.00|0.00
"1579915963"|0.00|165143.74|0.00|0.00|0.00|0.00
"1571692553"|30511.63|0.00|0.00|0.00|0.00|0.00
"1571778485"|23023.97|0.00|0.00|0.00|0.00|0.00
"1572545895"|13362.41|134158.08|0.00|0.00|0.00|0.00
"1571708870"|0.00|54288.93|0.00|0.00|0.00|0.00
"1572867387"|0.00|29318.06|90117.18|0.00|0.00|0.00
"1580359995"|0.00|42680.45|0.00|0.00|0.00|0.00
"1571579870"|118024.32|0.00|0.00|0.00|0.00|0.00
"1571666120"|5188.24|36734.44|0.00|0.00|0.00|0.00
"1581374170"|0.00|21586.17|0.00|0.00|0.00|0.00
"1572279582"|0.00|45967.53|594438.81|0.00|388075.60|0.00
"1580294245"|27102.23|0.00|0.00|0.00|0.00|0.00
"1580557585"|0.00|107275.40|0.00|0.00|0.00|0.00
"1571647765"|54963.44|0.00|0.00|0.00|0.00|0.00
"1572660905"|48379.85|0.00|0.00|0.00|0.00|0.00
"1572403170"|35464.13|55861.81|0.00|0.00|0.00|0.00
"1572279852"|24283.38|6050.40|0.00|0.00|1656049.80|0.00
"1572280737"|62226.58|0.00|39178.73|0.00|0.00|0.00
"1572418432"|0.00|2396.83|0.00|100640.74|0.00|0.00
"1579198151"|0.00|8217.19|0.00|0.00|0.00|0.00
"1572312572"|226591.70|0.00|0.00|0.00|0.00|0.00
"1572336559"|26386.47|0.00|0.00|0.00|0.00|0.00
"1579186311"|0.00|36570.77|0.00|132775.19|0.00|0.00
"1571556470"|24113.90|0.00|0.00|0.00|0.00|0.00
"1571585509"|441328.47|0.00|0.00|0.00|0.00|0.00
"1572161487"|25307.92|145934.14|0.00|81507.20|0.00|0.00
"1580555422"|41293.22|0.00|0.00|0.00|0.00|0.00
"1571935745"|0.00|259181.48|0.00|0.00|0.00|0.00
"1572010541"|11623.87|0.00|142889.06|0.00|0.00|0.00
"1571969416"|105402.18|0.00|0.00|0.00|0.00|0.00
"1571945235"|77174.12|0.00|0.00|0.00|698097.23|0.00
"1581880123"|30515.25|0.00|0.00|0.00|0.00|0.00
"1572241115"|0.00|73686.69|0.00|0.00|0.00|0.00
"1578912742"|24152.09|0.00|0.00|0.00|0.00|0.00
"1572502681"|104117.68|0.00|0.00|0.00|0.00|0.00
"1580745047"|36589.38|0.00|0.00|0.00|0.00|0.00
"1577780487"|23086.28|24102.34|0.00|0.00|0.00|0.00
"1572627224"|42059.90|0.00|0.00|0.00|729889.80|0.00
"1579979618"|0.00|6360.21|0.00|0.00|0.00|0.00
"1571848196"|33937.60|0.00|0.00|0.00|0.00|0.00
"1572258589"|153559.79|0.00|0.00|0.00|0.00|0.00
"1572156000"|101328.23|49884.75|0.00|0.00|0.00|0.00
"1579366605"|50896.81|0.00|0.00|77804.17|0.00|0.00
"1580079547"|0.00|43346.42|0.00|0.00|0.00|0.00
"1578676236"|0.00|22422.37|0.00|0.00|0.00|0.00
"1571980817"|13795.03|0.00|131969.91|0.00|0.00|0.00
"1572292436"|0.00|25348.97|107995.82|0.00|0.00|0.00
"1572530255"|206921.88|0.00|0.00|219692.50|0.00|0.00
"1577754211"|0.00|65068.81|0.00|0.00|0.00|0.00
"1579916470"|26398.74|0.00|0.00|0.00|0.00|0.00
"1577648867"|48245.97|0.00|0.00|0.00|0.00|0.00
"1572898252"|0.00|163298.03|0.00|0.00|0.00|0.00
"1572661692"|17785.32|0.00|0.00|0.00|0.00|0.00
"1572072867"|59033.85|0.00|0.00|0.00|0.00|0.00
"1572148217"|91575.91|0.00|0.00|0.00|0.00|0.00
"1582849688"|0.00|178193.99|0.00|0.00|0.00|0.00
"1572167088"|93747.83|0.00|0.00|0.00|0.00|0.00
"1579210710"|0.00|37251.73|236665.16|0.00|0.00|0.00
"1572857028"|0.00|36676.75|0.00|207892.95|0.00|0.00
"1572429435"|0.00|15328.30|86376.16|0.00|0.00|0.00
"1579335060"|16998.06|0.00|0.00|0.00|0.00|0.00
"1571570239"|713404.70|0.00|0.00|0.00|0.00|0.00
"1572065435"|34184.66|0.00|0.00|0.00|0.00|0.00
"1572501345"|63719.77|0.00|0.00|0.00|0.00|0.00
"1572278094"|55610.79|30692.56|0.00|0.00|0.00|0.00
"1572283510"|0.00|32910.90|0.00|0.00|0.00|0.00
"1580891281"|0.00|17943.15|0.00|0.00|0.00|0.00
"1572329446"|2196.36|44808.08|155340.58|0.00|565347.03|0.00
"1571549686"|4886.53|0.00|0.00|0.00|0.00|0.00
"1572945396"|0.00|39321.55|0.00|0.00|0.00|0.00
"1577700973"|0.00|85196.80|0.00|0.00|0.00|0.00
"1578447488"|0.00|39010.64|0.00|0.00|0.00|0.00
"1572960630"|0.00|29958.69|0.00|0.00|0.00|0.00
"1573020174"|0.00|40122.63|0.00|0.00|0.00|0.00
"1578227332"|0.00|43067.20|0.00|0.00|0.00|0.00
"1579403748"|0.00|38550.37|0.00|133247.96|0.00|0.00
"1582918510"|0.00|59335.58|0.00|0.00|0.00|0.00
"1571569900"|3557.71|33395.27|0.00|0.00|0.00|0.00
"1580056968"|0.00|18150.42|0.00|0.00|0.00|0.00
"1571629306"|370030.58|0.00|0.00|0.00|0.00|0.00
"1572642953"|7921.19|0.00|82293.03|0.00|0.00|0.00
"1581497101"|30709.21|0.00|0.00|0.00|0.00|0.00
"1580173355"|0.00|23265.27|0.00|0.00|0.00|0.00
"1572193944"|0.00|15842.35|0.00|0.00|0.00|0.00
"1580870946"|0.00|130781.57|174166.55|0.00|0.00|0.00
"1572285707"|38248.28|0.00|217858.38|0.00|0.00|0.00
"1572320920"|2385.58|93385.15|0.00|0.00|0.00|0.00
"1572740713"|14188.80|0.00|0.00|98793.38|0.00|0.00
"1577614580"|94566.91|39677.81|0.00|0.00|154140.69|0.00
"1581513299"|43186.90|0.00|117433.51|0.00|0.00|0.00
"1571612394"|38809.73|0.00|0.00|0.00|0.00|0.00
"1572652397"|23549.04|0.00|0.00|0.00|0.00|0.00
"1578342592"|81747.95|0.00|0.00|0.00|0.00|0.00
"1572686668"|81630.87|0.00|0.00|0.00|0.00|0.00
"1571786810"|270722.32|0.00|0.00|13243.16|0.00|0.00
"1579943087"|0.00|40004.97|0.00|0.00|0.00|0.00
"1580719467"|0.00|42713.45|0.00|0.00|0.00|0.00
"1579018540"|40449.78|0.00|235780.61|0.00|0.00|0.00
"1572279615"|52481.73|0.00|490182.79|0.00|0.00|0.00
"1572316264"|31289.05|0.00|0.00|0.00|0.00|0.00
"1572795411"|0.00|109938.74|0.00|245708.18|0.00|0.00
"1571816196"|28960.89|0.00|0.00|0.00|0.00|0.00
"1571614171"|318685.63|0.00|0.00|0.00|0.00|0.00
"1571865229"|0.00|38972.00|0.00|0.00|0.00|0.00
"1572576566"|29962.46|0.00|0.00|60294.43|0.00|0.00
"1581493850"|0.00|2678.37|154793.13|0.00|0.00|0.00
"1580448960"|0.00|47806.88|173590.78|0.00|0.00|0.00
"1581104918"|87660.32|0.00|0.00|0.00|0.00|0.00
"1572812166"|0.00|129723.55|0.00|0.00|0.00|0.00
"1572509540"|276446.38|0.00|0.00|0.00|0.00|0.00
"1572280333"|0.00|41462.99|252230.82|0.00|0.00|0.00
"1571994963"|24979.14|0.00|0.00|0.00|0.00|0.00
"1578309604"|23468.67|0.00|0.00|0.00|0.00|0.00
"1572715381"|0.00|5093.22|0.00|0.00|0.00|0.00
"1572280353"|53772.60|0.00|274213.35|0.00|0.00|0.00
"1579102737"|6318.26|0.00|201516.68|0.00|0.00|0.00
"1577867819"|9040.84|0.00|0.00|0.00|0.00|0.00
"1572279593"|5873.41|0.00|220804.18|0.00|0.00|0.00
"1579838999"|14008.08|2643.35|158234.70|0.00|0.00|0.00
"1579918942"|0.00|19929.96|139836.12|0.00|0.00|0.00
"1572281711"|61332.75|0.00|160182.48|0.00|1585611.35|0.00
"1579635945"|0.00|12249.34|49788.53|0.00|0.00|0.00
"1582411280"|180649.92|0.00|0.00|0.00|0.00|0.00
"1571849746"|41863.73|0.00|0.00|0.00|0.00|0.00
"1580279836"|0.00|48591.54|0.00|0.00|0.00|0.00
"1572215956"|0.00|50440.45|0.00|0.00|0.00|0.00
"1578578883"|0.00|9265.54|44680.17|0.00|0.00|0.00
"1580394549"|0.00|58710.42|297355.33|0.00|0.00|0.00
"1571924221"|0.00|15797.64|0.00|0.00|0.00|0.00
"1572883021"|11079.55|0.00|0.00|0.00|0.00|0.00
"1572281001"|0.00|23979.30|330094.36|0.00|0.00|0.00
"1572782370"|0.00|30625.17|0.00|73134.41|0.00|0.00
"1579232446"|0.00|21829.49|0.00|0.00|0.00|0.00
"1572186599"|22655.41|0.00|0.00|0.00|0.00|0.00
"1572011488"|84840.26|0.00|0.00|0.00|0.00|0.00
"1571743766"|4166.28|35728.64|0.00|668681.16|0.00|0.00
"1572969500"|0.00|41913.34|636756.84|0.00|0.00|0.00
"1581191266"|0.00|33935.78|0.00|0.00|0.00|0.00
"1572559313"|23297.97|0.00|0.00|0.00|0.00|0.00
"1578667103"|8428.44|0.00|0.00|0.00|234940.26|0.00
"1572922527"|20542.98|0.00|221455.37|0.00|0.00|0.00
"1572541160"|247883.17|0.00|0.00|243960.82|0.00|0.00
"1581541459"|0.00|49819.70|310414.91|0.00|0.00|0.00
"1580056687"|0.00|9974.18|0.00|0.00|0.00|0.00
"1572244849"|0.00|43284.60|0.00|0.00|0.00|0.00
"1572439201"|67285.22|0.00|0.00|0.00|0.00|0.00
"1573093453"|0.00|24323.51|0.00|0.00|0.00|0.00
"1572952347"|41814.91|0.00|0.00|0.00|0.00|0.00
"1572279508"|116069.23|13580.88|623639.73|0.00|0.00|0.00
"1580813841"|0.00|14433.33|127093.44|0.00|0.00|0.00
"1578692211"|74812.97|0.00|0.00|0.00|0.00|0.00
"1571880373"|23980.00|194448.64|0.00|0.00|0.00|0.00
"1580105741"|31137.57|0.00|171092.87|0.00|0.00|0.00
"1572281801"|53377.51|0.00|314686.25|0.00|0.00|0.00
"1578718473"|133034.08|0.00|0.00|216206.80|0.00|0.00
"1572279115"|61329.24|0.00|0.00|0.00|0.00|0.00
"1580081047"|0.00|28536.20|94254.87|0.00|0.00|0.00
"1579621447"|0.00|25260.24|244568.00|0.00|0.00|0.00
"1572282175"|0.00|32414.38|0.00|55780.23|0.00|0.00
"1572279521"|28064.83|13594.41|76078.08|0.00|669303.11|0.00
"1580590888"|0.00|13901.41|128730.13|0.00|0.00|0.00
"1572278868"|0.00|105917.06|317487.81|0.00|0.00|0.00
"1580589412"|0.00|9818.30|180276.20|0.00|0.00|0.00
"1580910399"|51062.99|0.00|0.00|227531.32|0.00|0.00
"1578366727"|39352.55|0.00|0.00|0.00|0.00|0.00
"1580851409"|0.00|56240.93|0.00|0.00|0.00|0.00
"1572278417"|17233.34|18446.14|205872.92|0.00|0.00|0.00
"1572116917"|0.00|49692.60|0.00|0.00|0.00|0.00
"1571850107"|169753.06|0.00|0.00|0.00|397492.86|0.00
"1579465332"|0.00|35984.49|0.00|150447.30|0.00|0.00
"1572638207"|22050.00|0.00|0.00|0.00|0.00|0.00
"1577609193"|0.00|61525.04|255424.62|0.00|0.00|0.00
"1572527588"|0.00|47409.71|403065.12|0.00|0.00|0.00
"1580744879"|56604.36|0.00|0.00|0.00|0.00|0.00
"1572097483"|0.00|49331.83|300173.30|0.00|0.00|0.00
"1580509439"|0.00|17551.68|0.00|0.00|0.00|0.00
"1572768216"|0.00|28402.02|0.00|0.00|0.00|0.00
"1572018384"|0.00|23355.73|332750.12|0.00|0.00|0.00
"1579022797"|0.00|18802.66|94398.53|0.00|0.00|0.00
"1577866461"|22400.47|0.00|79628.38|0.00|0.00|0.00
"1573090774"|33967.66|0.00|0.00|0.00|0.00|0.00
"1581044366"|0.00|10375.18|0.00|0.00|0.00|0.00
"1579251129"|37679.28|0.00|105932.64|0.00|0.00|0.00
"1571700496"|163640.52|30816.08|0.00|18388.93|0.00|0.00
"1582282063"|27493.31|0.00|0.00|0.00|0.00|0.00
"1572163692"|36636.43|0.00|0.00|0.00|1037613.11|0.00
"1572545727"|55424.41|0.00|0.00|0.00|0.00|0.00
"1571716251"|0.00|68719.11|366223.48|0.00|0.00|0.00
"1579247372"|0.00|30147.31|0.00|0.00|0.00|0.00
"1572500874"|0.00|21371.99|189260.61|0.00|0.00|0.00
"1571615653"|56422.35|0.00|0.00|0.00|0.00|0.00
"1572278562"|34166.88|0.00|0.00|0.00|0.00|0.00
"1577917385"|0.00|13856.07|275562.80|0.00|0.00|0.00
"1571927519"|0.00|10728.03|0.00|0.00|0.00|0.00
"1572658075"|67748.14|4925.23|0.00|0.00|0.00|0.00
"1573027227"|0.00|7796.22|0.00|0.00|0.00|0.00
"1577784111"|38182.64|0.00|0.00|0.00|0.00|0.00
"1572456100"|185579.27|0.00|0.00|0.00|0.00|0.00
"1582407288"|0.00|19160.11|0.00|0.00|0.00|0.00
"1577646169"|45461.70|0.00|58446.90|0.00|0.00|0.00
"1577598239"|0.00|212209.75|0.00|0.00|0.00|0.00
"1572580196"|0.00|60749.41|0.00|0.00|0.00|0.00
"1572945159"|90528.59|0.00|0.00|0.00|0.00|0.00
"1572329303"|0.00|27158.56|0.00|0.00|0.00|0.00
"1572306929"|77597.70|0.00|0.00|0.00|0.00|0.00
"1577721439"|65049.76|0.00|0.00|0.00|0.00|0.00
"1572608609"|0.00|19604.00|0.00|118681.23|0.00|0.00
"1579347924"|0.00|918893.23|0.00|0.00|0.00|0.00
"1580852224"|0.00|5562.41|0.00|0.00|0.00|0.00
"1580095456"|77451.07|0.00|0.00|0.00|0.00|0.00
"1572279488"|6127.07|89289.01|87962.70|0.00|0.00|0.00
"1578538448"|68229.84|0.00|121910.18|0.00|0.00|0.00
"1580282671"|0.00|32013.35|106507.20|0.00|0.00|0.00
"1572284521"|0.00|45045.86|82048.05|0.00|0.00|0.00
"1581017201"|0.00|37665.12|0.00|0.00|0.00|0.00
"1571552680"|32676.41|0.00|0.00|0.00|0.00|0.00
"1579349367"|0.00|44654.40|278146.89|0.00|0.00|0.00
"1572044630"|742.33|39497.52|0.00|0.00|0.00|0.00
"1579482042"|10132.29|0.00|0.00|0.00|0.00|0.00
"1572126753"|12216.47|0.00|0.00|0.00|1180486.36|0.00
"1572332240"|0.00|16148.12|0.00|0.00|0.00|280581.06
"1572014593"|19195.45|0.00|0.00|0.00|0.00|0.00
"1572006304"|11181.64|0.00|0.00|0.00|0.00|0.00
"1571543886"|206516.76|0.00|0.00|0.00|0.00|0.00
"1572279973"|347275.94|23259.58|237117.56|0.00|0.00|0.00
"1579186689"|0.00|61481.29|0.00|0.00|0.00|0.00
"1580554604"|0.00|220932.94|0.00|123608.25|0.00|0.00
"1578761044"|0.00|79403.56|0.00|0.00|0.00|0.00
"1572219101"|0.00|117384.50|0.00|0.00|0.00|0.00
"1571537267"|0.00|222183.00|0.00|0.00|0.00|0.00
"1571560798"|0.00|30377.49|0.00|0.00|0.00|0.00
"1579532221"|0.00|18794.48|47698.35|0.00|0.00|0.00
"1579642102"|0.00|13838.74|0.00|0.00|0.00|0.00
"1571994382"|38691.73|0.00|0.00|0.00|0.00|0.00
"1579372154"|171396.03|0.00|0.00|0.00|0.00|0.00
"1571942517"|51618.83|50477.99|0.00|0.00|0.00|0.00
"1572794258"|5017.23|123520.97|0.00|0.00|0.00|0.00
"1572278892"|27707.78|0.00|246786.93|0.00|101081.73|0.00
"1572178154"|0.00|16494.79|159322.19|0.00|0.00|0.00
"1572278952"|102571.14|61571.14|593033.88|0.00|1299801.19|0.00
"1571652299"|0.00|37280.82|0.00|0.00|0.00|0.00
"1572278037"|57036.20|0.00|0.00|357595.36|1359.35|0.00
"1572191079"|15623.88|0.00|0.00|0.00|238219.20|0.00
"1572162223"|29197.74|0.00|212899.93|0.00|0.00|0.00
"1571714451"|65783.65|0.00|0.00|0.00|0.00|0.00
"1572281480"|23300.73|5563.88|0.00|0.00|0.00|0.00
"1572014930"|0.00|15460.49|0.00|0.00|0.00|0.00
"1572094548"|0.00|69100.04|0.00|0.00|0.00|0.00
"1579231847"|0.00|13039.00|82603.91|0.00|0.00|0.00
"1578927254"|0.00|2805.86|108245.77|0.00|0.00|0.00
"1579746830"|0.00|19785.40|0.00|80284.24|0.00|0.00
"1581716817"|0.00|12129.32|0.00|58688.83|0.00|0.00
"1572283616"|0.00|33878.27|291756.32|0.00|0.00|0.00
"1577779480"|30454.52|0.00|176540.84|0.00|0.00|0.00
"1572130064"|292748.30|0.00|0.00|0.00|0.00|0.00
"1579555736"|0.00|7245.03|0.00|0.00|0.00|0.00
"1572630908"|29540.53|0.00|0.00|0.00|0.00|50404.83
"1572964469"|0.00|25901.26|572614.35|0.00|0.00|0.00
"1572022348"|32197.52|0.00|0.00|0.00|0.00|0.00
"1572138947"|0.00|20196.26|0.00|0.00|0.00|0.00
"1572086901"|59869.48|33181.71|0.00|0.00|897114.60|0.00
"1580918028"|15275.36|0.00|0.00|0.00|0.00|0.00
"1581331042"|0.00|19046.25|0.00|95911.36|0.00|0.00
"1571541754"|0.00|265891.27|274632.55|0.00|0.00|0.00
"1579980111"|0.00|17911.87|0.00|0.00|0.00|0.00
"1571922494"|19835.39|0.00|0.00|0.00|0.00|0.00
"1571562913"|32265.17|0.00|0.00|0.00|0.00|0.00
"1580568839"|0.00|27589.66|0.00|0.00|0.00|0.00
"1572534870"|10379.30|0.00|0.00|0.00|0.00|0.00
"1579314362"|0.00|87514.33|0.00|0.00|0.00|0.00
"1572290783"|22766.50|0.00|0.00|0.00|0.00|0.00
"1572238318"|0.00|62273.84|0.00|0.00|0.00|0.00
"1572245834"|13217.29|116724.69|0.00|0.00|0.00|0.00
"1572551989"|17076.89|0.00|0.00|0.00|0.00|0.00
"1571626155"|129446.03|0.00|0.00|0.00|0.00|0.00
"1572477799"|0.00|27593.12|0.00|0.00|0.00|0.00
"1571771259"|18548.10|57186.41|101289.46|0.00|0.00|0.00
"1578565379"|0.00|22809.12|136574.32|0.00|0.00|0.00
"1571818869"|0.00|30128.96|0.00|0.00|0.00|0.00
"1573024942"|97297.93|0.00|0.00|0.00|0.00|0.00
"1572081698"|51043.57|0.00|379756.47|0.00|0.00|0.00
"1579510457"|0.00|251615.47|0.00|0.00|0.00|0.00
"1571914473"|0.00|138897.86|0.00|0.00|0.00|0.00
"1572289356"|0.00|30365.11|0.00|0.00|0.00|0.00
"1571545197"|54699.53|0.00|0.00|0.00|0.00|0.00
"1580728495"|29341.85|0.00|0.00|0.00|0.00|0.00
"1581029557"|66590.95|47621.57|0.00|0.00|0.00|0.00
"1571784692"|59240.77|0.00|0.00|0.00|0.00|0.00
"1572903117"|0.00|29250.28|0.00|0.00|0.00|0.00
"1572710582"|463643.51|149501.66|260059.43|0.00|0.00|0.00
"1578892504"|26639.77|0.00|0.00|0.00|813422.16|0.00
"1572275760"|0.00|37407.16|0.00|0.00|0.00|0.00
"1572069212"|8243.78|0.00|0.00|0.00|0.00|0.00
"1579183438"|125724.42|90290.00|0.00|0.00|0.00|0.00
"1571535185"|108136.23|0.00|0.00|0.00|0.00|0.00
"1577751936"|0.00|52785.13|0.00|0.00|0.00|0.00
"1571934015"|78508.29|0.00|0.00|0.00|0.00|0.00
"1579295696"|0.00|41292.16|0.00|0.00|0.00|0.00
"1579220549"|61777.55|0.00|0.00|0.00|0.00|0.00
"1572282916"|57476.30|0.00|333326.34|0.00|0.00|0.00
"1572223051"|301598.33|0.00|0.00|322899.19|0.00|0.00
"1572416815"|45386.34|31044.00|0.00|0.00|0.00|0.00
"1580076330"|49863.60|0.00|0.00|0.00|0.00|0.00
"1572333172"|33255.92|0.00|0.00|133779.52|0.00|0.00
"1578557703"|20765.61|0.00|0.00|0.00|0.00|0.00
"1572236751"|5664.47|0.00|0.00|0.00|0.00|0.00
"1572336727"|28758.73|0.00|0.00|0.00|0.00|0.00
"1572950777"|44394.09|0.00|468965.50|0.00|1085038.93|0.00
"1571933500"|0.00|12420.73|55860.23|0.00|0.00|0.00
"1572535940"|0.00|39276.12|0.00|0.00|0.00|0.00
"1571776733"|5896.01|0.00|0.00|0.00|0.00|0.00
"1578300756"|64732.25|0.00|0.00|0.00|0.00|0.00
"1571829402"|215095.31|59233.55|0.00|0.00|0.00|0.00
"1580104994"|0.00|117611.23|0.00|0.00|0.00|0.00
"1571941481"|26008.69|241831.73|0.00|0.00|0.00|0.00
"1581388698"|5751.19|91012.94|0.00|0.00|0.00|0.00
"1571649596"|183794.53|49215.48|0.00|0.00|0.00|0.00
