"NEW_BP"|"MONTO_LPS"|"FECHA_TRANSACCION"|"CANAL"
"1580699012"|3217.00|2023-04-29|"CREDITO CUENTA"
"1573020828"|3683.88|2023-04-22|"CREDITO CUENTA"
"1572278868"|246.80|2024-04-28|"CREDITO CUENTA"
"1571695516"|246.80|2024-04-27|"CREDITO CUENTA"
"1578257730"|7145.60|2024-02-02|"CREDITO CUENTA"
"1572372467"|2454.10|2024-04-07|"CREDITO CUENTA"
"1572396122"|2454.10|2024-04-06|"CREDITO CUENTA"
"1580784659"|2267.66|2023-12-02|"CREDITO CUENTA"
"1572667805"|2267.66|2024-01-31|"CREDITO CUENTA"
"1581321675"|4442.00|2024-03-05|"CREDITO CUENTA"
"1580113169"|2463.86|2024-01-11|"CREDITO CUENTA"
"1571870581"|2015.00|2023-05-30|"CREDITO CUENTA"
"1571785443"|4442.00|2023-11-02|"CREDITO CUENTA"
"1571733338"|4442.00|2023-11-04|"CREDITO CUENTA"
"1580487974"|4442.00|2023-10-31|"CREDITO CUENTA"
"1571716251"|2015.00|2023-02-24|"CREDITO CUENTA"
"1571870581"|2015.00|2023-02-26|"CREDITO CUENTA"
"1579220997"|2015.00|2023-05-24|"CREDITO CUENTA"
"1571779434"|2454.91|2024-03-16|"CREDITO CUENTA"
"1580951922"|2454.91|2024-03-17|"CREDITO CUENTA"
"1571824326"|2454.91|2024-03-16|"CREDITO CUENTA"
"1572988059"|2454.91|2024-03-16|"CREDITO CUENTA"
"1572079636"|1229.59|2023-07-01|"CREDITO CUENTA"
"1580852224"|1229.59|2023-07-02|"CREDITO CUENTA"
"1580744879"|2837.05|2024-04-09|"CREDITO CUENTA"
"1571853255"|6147.50|2023-07-02|"CREDITO CUENTA"
"1571560452"|1232.64|2023-12-01|"CREDITO CUENTA"
"1572784309"|1478.00|2024-01-15|"CREDITO CUENTA"
"1572277817"|1230.50|2023-06-30|"CREDITO CUENTA"
"1577851508"|4685.40|2024-02-16|"CREDITO CUENTA"
"1581559105"|860.00|2023-03-30|"CREDITO CUENTA"
"1577918801"|860.00|2023-01-27|"CREDITO CUENTA"
"1572162696"|860.00|2023-01-28|"CREDITO CUENTA"
"1572193153"|4900.00|2023-01-28|"CREDITO CUENTA"
"1571860389"|4900.00|2024-01-26|"CREDITO CUENTA"
"1572280033"|1523.00|2023-04-25|"CREDITO CUENTA"
"1578442401"|3198.00|2023-06-29|"CREDITO CUENTA"
"1573089823"|3947.00|2024-04-16|"CREDITO CUENTA"
"1579220997"|3947.00|2024-04-07|"CREDITO CUENTA"
"1572265469"|5182.80|2024-04-28|"CREDITO CUENTA"
"1572997019"|517.00|2023-06-28|"CREDITO CUENTA"
"1580699012"|517.00|2023-07-03|"CREDITO CUENTA"
"1571542008"|1035.00|2023-12-30|"CREDITO CUENTA"
"1572567972"|12326.00|2023-12-30|"CREDITO CUENTA"
"1571581841"|12326.00|2023-12-21|"CREDITO CUENTA"
"1577624161"|1035.30|2024-02-04|"CREDITO CUENTA"
"1572765189"|1035.30|2024-02-06|"CREDITO CUENTA"
"1573074095"|2211.30|2023-05-31|"CREDITO CUENTA"
"1579416599"|2211.30|2023-05-29|"CREDITO CUENTA"
"1572280842"|1105.20|2023-04-26|"CREDITO CUENTA"
"1571572544"|1105.20|2023-04-24|"CREDITO CUENTA"
"1572142853"|2713.00|2024-02-07|"CREDITO CUENTA"
"1577916326"|7403.07|2024-04-27|"CREDITO CUENTA"
"1572477324"|13552.00|2024-01-10|"CREDITO CUENTA"
"1579329095"|13552.00|2023-12-11|"CREDITO CUENTA"
"1581013442"|13552.00|2024-01-13|"CREDITO CUENTA"
"1572497830"|12289.80|2023-03-26|"CREDITO CUENTA"
"1572363419"|12289.80|2023-03-25|"CREDITO CUENTA"
"1572140383"|2713.00|2024-03-29|"CREDITO CUENTA"
"1572301961"|2450.00|2024-01-15|"CREDITO CUENTA"
"1571542008"|2450.00|2023-03-31|"CREDITO CUENTA"
"1572956566"|12336.25|2024-03-16|"CREDITO CUENTA"
"1572195842"|12336.25|2024-03-16|"CREDITO CUENTA"
"1581418424"|12336.25|2024-03-17|"CREDITO CUENTA"
"1571539951"|7392.03|2024-01-22|"CREDITO CUENTA"
"1572765189"|3552.48|2024-03-15|"CREDITO CUENTA"
"1572283443"|3552.48|2024-02-17|"CREDITO CUENTA"
"1571873182"|3552.48|2023-11-22|"CREDITO CUENTA"
"1571736282"|9859.40|2023-12-04|"CREDITO CUENTA"
"1571579206"|9859.40|2023-12-02|"CREDITO CUENTA"
"1572479199"|2517.36|2024-03-02|"CREDITO CUENTA"
"1579310447"|2517.36|2024-03-02|"CREDITO CUENTA"
"1572228760"|2517.36|2024-04-28|"CREDITO CUENTA"
"1581566099"|2517.36|2024-04-29|"CREDITO CUENTA"
"1571614171"|7203.64|2024-03-15|"CREDITO CUENTA"
"1580050120"|7203.64|2024-04-10|"CREDITO CUENTA"
"1572278444"|12336.95|2024-04-26|"CREDITO CUENTA"
"1571906649"|4918.36|2023-07-01|"CREDITO CUENTA"
"1578855970"|3501.00|2023-03-24|"CREDITO CUENTA"
"1571569537"|14748.00|2023-03-23|"CREDITO CUENTA"
"1578088809"|14748.00|2023-01-24|"CREDITO CUENTA"
"1572635564"|6660.90|2023-11-21|"CREDITO CUENTA"
"1572213734"|1227.67|2023-04-30|"CREDITO CUENTA"
"1579014869"|1227.67|2023-04-30|"CREDITO CUENTA"
"1571805069"|1505.48|2024-03-05|"CREDITO CUENTA"
"1572063834"|1505.48|2024-03-06|"CREDITO CUENTA"
"1581232603"|1505.48|2023-11-03|"CREDITO CUENTA"
"1572909278"|1505.48|2023-11-06|"CREDITO CUENTA"
"1572142853"|4010.00|2023-04-30|"CREDITO CUENTA"
"1579348655"|24393.60|2024-01-18|"CREDITO CUENTA"
"1572351943"|9858.00|2023-12-16|"CREDITO CUENTA"
"1580080172"|2456.45|2023-02-24|"CREDITO CUENTA"
"1578723740"|2456.45|2023-02-24|"CREDITO CUENTA"
"1571923531"|2456.45|2023-02-24|"CREDITO CUENTA"
"1572283306"|2456.45|2023-02-24|"CREDITO CUENTA"
"1571839238"|14805.00|2024-03-07|"CREDITO CUENTA"
"1571545568"|14805.00|2024-02-24|"CREDITO CUENTA"
"1571839238"|24676.00|2024-02-28|"CREDITO CUENTA"
"1579047761"|24676.00|2024-02-29|"CREDITO CUENTA"
"1572041356"|24676.00|2024-03-03|"CREDITO CUENTA"
"1579253183"|24676.00|2024-03-03|"CREDITO CUENTA"
"1579199789"|24676.00|2023-10-31|"CREDITO CUENTA"
"1572280721"|24676.00|2024-03-02|"CREDITO CUENTA"
"1572123300"|1721.00|2023-05-31|"CREDITO CUENTA"
"1571938888"|1721.00|2023-02-24|"CREDITO CUENTA"
"1572451014"|1721.00|2023-01-22|"CREDITO CUENTA"
"1572133497"|9861.24|2023-12-23|"CREDITO CUENTA"
"1579912639"|7400.04|2024-04-21|"CREDITO CUENTA"
"1571831454"|3071.00|2023-02-22|"CREDITO CUENTA"
"1572607099"|11052.00|2023-04-21|"CREDITO CUENTA"
"1572538583"|4065.60|2023-12-10|"CREDITO CUENTA"
"1572185903"|4065.60|2024-01-09|"CREDITO CUENTA"
"1571570154"|1708.00|2023-11-20|"CREDITO CUENTA"
"1573011176"|1040.00|2024-03-04|"CREDITO CUENTA"
"1572600315"|518.28|2024-03-02|"CREDITO CUENTA"
"1581388698"|518.28|2024-03-03|"CREDITO CUENTA"
"1580298467"|518.28|2024-04-28|"CREDITO CUENTA"
"1572283455"|518.28|2024-04-27|"CREDITO CUENTA"
"1572819591"|518.28|2024-04-29|"CREDITO CUENTA"
"1579624852"|1719.90|2023-01-26|"CREDITO CUENTA"
"1578723740"|1233.35|2024-04-19|"CREDITO CUENTA"
"1571956095"|3683.90|2023-04-23|"CREDITO CUENTA"
"1579284446"|3683.90|2023-05-21|"CREDITO CUENTA"
"1573034023"|24639.70|2023-12-11|"CREDITO CUENTA"
"1571938060"|1233.35|2024-04-20|"CREDITO CUENTA"
"1571823038"|22185.00|2024-01-03|"CREDITO CUENTA"
"1580281031"|3683.90|2023-05-21|"CREDITO CUENTA"
"1572280196"|1232.65|2023-12-24|"CREDITO CUENTA"
"1579278076"|3684.54|2023-01-28|"CREDITO CUENTA"
"1572280258"|3684.54|2023-01-28|"CREDITO CUENTA"
"1579310447"|1720.60|2023-03-24|"CREDITO CUENTA"
"1572030261"|1720.60|2023-03-27|"CREDITO CUENTA"
"1581206626"|1720.60|2023-01-21|"CREDITO CUENTA"
"1571949583"|2466.70|2024-04-20|"CREDITO CUENTA"
"1572077341"|2466.70|2024-04-20|"CREDITO CUENTA"
"1571887443"|2308.64|2023-05-25|"CREDITO CUENTA"
"1571925842"|2308.64|2023-05-26|"CREDITO CUENTA"
"1579585241"|2308.64|2023-02-21|"CREDITO CUENTA"
"1572718306"|2308.64|2023-01-30|"CREDITO CUENTA"
"1572182769"|27137.00|2024-03-14|"CREDITO CUENTA"
"1571727882"|27137.00|2023-11-23|"CREDITO CUENTA"
"1573023491"|12320.05|2024-01-21|"CREDITO CUENTA"
"1572278449"|5007.00|2024-03-29|"CREDITO CUENTA"
"1579627057"|5007.00|2024-03-28|"CREDITO CUENTA"
"1581382228"|5007.00|2023-11-28|"CREDITO CUENTA"
"1580943724"|5007.00|2024-04-05|"CREDITO CUENTA"
"1581016096"|5007.00|2024-04-05|"CREDITO CUENTA"
"1572956566"|6168.65|2024-03-11|"CREDITO CUENTA"
"1572086282"|6168.65|2024-03-09|"CREDITO CUENTA"
"1580767331"|3698.44|2023-11-30|"CREDITO CUENTA"
"1572576224"|3500.30|2023-12-28|"CREDITO CUENTA"
"1580699012"|3500.30|2024-01-31|"CREDITO CUENTA"
"1572042816"|4933.46|2024-04-19|"CREDITO CUENTA"
"1571827960"|1308.00|2024-03-09|"CREDITO CUENTA"
"1579978257"|1308.00|2024-03-27|"CREDITO CUENTA"
"1571695180"|1308.00|2024-03-25|"CREDITO CUENTA"
"1572668790"|1308.00|2024-04-22|"CREDITO CUENTA"
"1572283129"|22212.00|2023-11-06|"CREDITO CUENTA"
"1572507131"|22212.00|2024-03-04|"CREDITO CUENTA"
"1572766898"|22212.00|2023-11-02|"CREDITO CUENTA"
"1571666274"|4935.16|2024-03-01|"CREDITO CUENTA"
"1579369208"|4935.16|2024-03-01|"CREDITO CUENTA"
"1578808787"|4935.16|2024-03-01|"CREDITO CUENTA"
"1571779434"|4935.16|2024-03-01|"CREDITO CUENTA"
"1572279015"|517.65|2023-12-31|"CREDITO CUENTA"
"1571837013"|10011.96|2024-03-02|"CREDITO CUENTA"
"1579478211"|10011.96|2024-02-09|"CREDITO CUENTA"
"1571564535"|10011.96|2024-02-12|"CREDITO CUENTA"
"1571850907"|10011.96|2024-03-31|"CREDITO CUENTA"
"1571790063"|10011.96|2024-04-07|"CREDITO CUENTA"
"1572819591"|517.65|2024-01-28|"CREDITO CUENTA"
"1571564866"|24644.50|2024-01-26|"CREDITO CUENTA"
"1571850833"|9855.00|2024-01-13|"CREDITO CUENTA"
"1571725499"|9855.00|2024-01-15|"CREDITO CUENTA"
"1580572186"|1210.00|2024-02-13|"CREDITO CUENTA"
"1578110918"|516.00|2023-01-27|"CREDITO CUENTA"
"1579687005"|61600.00|2023-12-13|"CREDITO CUENTA"
"1579687005"|61600.00|2023-12-17|"CREDITO CUENTA"
"1571938736"|61600.00|2024-01-16|"CREDITO CUENTA"
"1578366727"|22194.00|2024-03-29|"CREDITO CUENTA"
"1571832671"|22194.00|2024-04-07|"CREDITO CUENTA"
"1579272395"|863.80|2023-11-03|"CREDITO CUENTA"
"1571642841"|12282.75|2023-05-28|"CREDITO CUENTA"
"1571714828"|24664.00|2024-03-30|"CREDITO CUENTA"
"1571560840"|24664.00|2024-04-01|"CREDITO CUENTA"
"1579325973"|6044.15|2024-03-16|"CREDITO CUENTA"
"1572186673"|6044.15|2024-04-12|"CREDITO CUENTA"
"1581388698"|6044.15|2024-04-16|"CREDITO CUENTA"
"1572067791"|7396.89|2023-11-30|"CREDITO CUENTA"
"1571537358"|4932.64|2024-04-04|"CREDITO CUENTA"
"1572227222"|4932.64|2024-04-02|"CREDITO CUENTA"
"1579478211"|10102.40|2023-12-11|"CREDITO CUENTA"
"1579201014"|10102.40|2024-01-19|"CREDITO CUENTA"
"1578839518"|10102.40|2023-12-30|"CREDITO CUENTA"
"1572399441"|7396.89|2023-11-30|"CREDITO CUENTA"
"1577783361"|2465.93|2024-02-13|"CREDITO CUENTA"
"1571870581"|2014.00|2023-04-29|"CREDITO CUENTA"
"1579855591"|2014.00|2023-04-26|"CREDITO CUENTA"
"1571870581"|2014.00|2024-01-08|"CREDITO CUENTA"
"1572113664"|2014.00|2023-05-21|"CREDITO CUENTA"
"1572495220"|1227.56|2024-03-10|"CREDITO CUENTA"
"1580951922"|1227.56|2024-03-10|"CREDITO CUENTA"
"1572667805"|1233.79|2024-03-01|"CREDITO CUENTA"
"1572667805"|1233.79|2024-03-01|"CREDITO CUENTA"
"1571830598"|7369.00|2023-05-23|"CREDITO CUENTA"
"1572499095"|7369.00|2023-02-23|"CREDITO CUENTA"
"1571687620"|7369.00|2023-04-21|"CREDITO CUENTA"
"1572165106"|2962.00|2023-11-05|"CREDITO CUENTA"
"1577712829"|5913.60|2023-12-13|"CREDITO CUENTA"
"1572182213"|3503.00|2024-04-02|"CREDITO CUENTA"
"1577747544"|3503.00|2024-04-13|"CREDITO CUENTA"
"1572282817"|3503.00|2024-04-17|"CREDITO CUENTA"
"1572239191"|3577.00|2024-02-17|"CREDITO CUENTA"
"1572123300"|3577.00|2024-02-19|"CREDITO CUENTA"
"1580359995"|7367.76|2023-04-24|"CREDITO CUENTA"
"1572193111"|7367.76|2023-04-23|"CREDITO CUENTA"
"1572969573"|6019.00|2024-04-18|"CREDITO CUENTA"
"1581418424"|12332.90|2024-02-18|"CREDITO CUENTA"
"1571884342"|12325.65|2023-12-31|"CREDITO CUENTA"
"1571608601"|12325.65|2024-01-02|"CREDITO CUENTA"
"1571674114"|2350.00|2024-01-04|"CREDITO CUENTA"
"1580298426"|2350.00|2024-02-22|"CREDITO CUENTA"
"1579918040"|2350.00|2024-03-18|"CREDITO CUENTA"
"1580153850"|12325.65|2023-12-31|"CREDITO CUENTA"
"1572956566"|12337.80|2024-03-04|"CREDITO CUENTA"
"1572956566"|12337.80|2024-03-04|"CREDITO CUENTA"
"1580565803"|12337.80|2024-03-02|"CREDITO CUENTA"
"1581418424"|12337.80|2024-03-03|"CREDITO CUENTA"
"1579086999"|12337.80|2024-03-04|"CREDITO CUENTA"
"1571884342"|7391.25|2024-01-15|"CREDITO CUENTA"
"1572638015"|7391.25|2024-01-15|"CREDITO CUENTA"
"1571814794"|10004.00|2023-03-29|"CREDITO CUENTA"
"1580175742"|10004.00|2024-01-22|"CREDITO CUENTA"
"1571817220"|4915.00|2023-05-31|"CREDITO CUENTA"
"1572884722"|4915.00|2023-05-31|"CREDITO CUENTA"
"1572280396"|4930.56|2023-12-01|"CREDITO CUENTA"
"1573020828"|1479.82|2024-04-01|"CREDITO CUENTA"
"1571542008"|1209.00|2024-03-06|"CREDITO CUENTA"
"1572281846"|2456.65|2023-02-27|"CREDITO CUENTA"
"1579863246"|2456.65|2023-02-27|"CREDITO CUENTA"
"1579284446"|2456.65|2023-02-25|"CREDITO CUENTA"
"1579945740"|2456.65|2023-02-25|"CREDITO CUENTA"
"1578629619"|3945.60|2024-02-10|"CREDITO CUENTA"
"1572465114"|3945.60|2024-02-12|"CREDITO CUENTA"
"1572303076"|19648.00|2023-05-25|"CREDITO CUENTA"
"1581117692"|3700.10|2024-02-20|"CREDITO CUENTA"
"1578723740"|3700.10|2024-04-12|"CREDITO CUENTA"
"1579957827"|3700.10|2024-04-19|"CREDITO CUENTA"
"1571824091"|9820.00|2023-04-30|"CREDITO CUENTA"
"1579452239"|9820.00|2023-04-29|"CREDITO CUENTA"
"1572788066"|9820.00|2023-04-29|"CREDITO CUENTA"
"1571917985"|2956.76|2023-12-09|"CREDITO CUENTA"
"1572523125"|9820.00|2023-04-28|"CREDITO CUENTA"
"1579403238"|9820.00|2023-04-30|"CREDITO CUENTA"
"1572079636"|1725.40|2023-12-04|"CREDITO CUENTA"
"1571613114"|5182.00|2024-03-08|"CREDITO CUENTA"
"1571841373"|491.20|2023-04-23|"CREDITO CUENTA"
"1578921663"|491.20|2023-04-24|"CREDITO CUENTA"
"1572341003"|491.20|2023-04-22|"CREDITO CUENTA"
"1571961556"|4905.96|2023-12-23|"CREDITO CUENTA"
"1578419994"|4905.96|2024-02-05|"CREDITO CUENTA"
"1571599446"|12310.00|2024-03-18|"CREDITO CUENTA"
"1580914698"|1964.80|2023-01-29|"CREDITO CUENTA"
"1572269129"|7367.00|2023-04-27|"CREDITO CUENTA"
"1571825084"|7367.00|2023-04-29|"CREDITO CUENTA"
"1572495220"|4905.96|2023-12-23|"CREDITO CUENTA"
"1571687620"|7367.00|2023-04-28|"CREDITO CUENTA"
"1571911217"|24664.30|2024-04-06|"CREDITO CUENTA"
"1579228217"|24664.30|2024-04-06|"CREDITO CUENTA"
"1581067549"|737.10|2023-01-27|"CREDITO CUENTA"
"1572635617"|5427.00|2024-02-19|"CREDITO CUENTA"
"1571697023"|4910.68|2023-04-30|"CREDITO CUENTA"
"1577684325"|1233.33|2023-11-26|"CREDITO CUENTA"
"1571560667"|3453.00|2024-02-13|"CREDITO CUENTA"
"1571684312"|3453.00|2024-03-31|"CREDITO CUENTA"
"1572465114"|2455.22|2024-03-03|"CREDITO CUENTA"
"1571581841"|5011.00|2023-05-24|"CREDITO CUENTA"
"1571931378"|2465.15|2024-01-02|"CREDITO CUENTA"
"1572554711"|2465.15|2023-12-31|"CREDITO CUENTA"
"1572145993"|12279.60|2023-04-23|"CREDITO CUENTA"
"1573022270"|12279.60|2023-04-22|"CREDITO CUENTA"
"1579863246"|2465.15|2023-12-29|"CREDITO CUENTA"
"1572278430"|12283.20|2023-02-25|"CREDITO CUENTA"
"1578776741"|1480.40|2024-02-26|"CREDITO CUENTA"
"1572195842"|1478.38|2024-01-10|"CREDITO CUENTA"
"1572278353"|7402.68|2024-03-02|"CREDITO CUENTA"
"1572639381"|7402.68|2024-03-04|"CREDITO CUENTA"
"1579403238"|9836.00|2023-07-02|"CREDITO CUENTA"
"1572278102"|6700.00|2023-11-19|"CREDITO CUENTA"
"1571560452"|739.34|2024-01-26|"CREDITO CUENTA"
"1572280033"|3022.00|2023-05-29|"CREDITO CUENTA"
"1578847091"|12281.80|2023-01-28|"CREDITO CUENTA"
"1572829609"|2950.00|2023-03-25|"CREDITO CUENTA"
"1572607099"|2950.00|2023-01-22|"CREDITO CUENTA"
"1572804992"|450.00|2023-12-09|"CREDITO CUENTA"
"1572206729"|7399.74|2024-02-18|"CREDITO CUENTA"
"1571572169"|9871.92|2023-11-06|"CREDITO CUENTA"
"1572086282"|9871.92|2023-11-06|"CREDITO CUENTA"
"1572863809"|1007.00|2023-02-22|"CREDITO CUENTA"
"1579668829"|1007.00|2023-02-21|"CREDITO CUENTA"
"1578588363"|14801.00|2024-04-21|"CREDITO CUENTA"
"1571570154"|2454.27|2024-03-25|"CREDITO CUENTA"
"1572338932"|4932.96|2024-03-26|"CREDITO CUENTA"
"1580154315"|7375.32|2023-01-23|"CREDITO CUENTA"
"1572355069"|8141.10|2024-02-26|"CREDITO CUENTA"
"1572829609"|7378.00|2023-06-30|"CREDITO CUENTA"
"1572324027"|12319.00|2024-01-12|"CREDITO CUENTA"
"1572296531"|12319.00|2024-01-12|"CREDITO CUENTA"
"1578855970"|12319.00|2024-01-15|"CREDITO CUENTA"
"1581160523"|1725.72|2024-02-04|"CREDITO CUENTA"
"1572123300"|1750.00|2023-04-21|"CREDITO CUENTA"
"1572301961"|1750.00|2024-01-27|"CREDITO CUENTA"
"1571717705"|1750.00|2024-04-24|"CREDITO CUENTA"
"1571545568"|24674.00|2024-03-15|"CREDITO CUENTA"
"1571539951"|24674.00|2024-03-15|"CREDITO CUENTA"
"1571867965"|24674.00|2023-11-19|"CREDITO CUENTA"
"1572411360"|24674.00|2024-04-26|"CREDITO CUENTA"
"1571662391"|24674.00|2024-04-26|"CREDITO CUENTA"
"1572280396"|3687.66|2024-01-21|"CREDITO CUENTA"
"1580906517"|3687.66|2023-01-21|"CREDITO CUENTA"
"1580050027"|4068.90|2024-02-14|"CREDITO CUENTA"
"1572386276"|4068.90|2024-02-14|"CREDITO CUENTA"
"1571825084"|4068.90|2024-03-30|"CREDITO CUENTA"
"1578674259"|3687.66|2023-01-22|"CREDITO CUENTA"
"1579978257"|7397.00|2023-12-27|"CREDITO CUENTA"
"1571733338"|4440.00|2024-04-06|"CREDITO CUENTA"
"1572671067"|7369.08|2023-01-29|"CREDITO CUENTA"
"1573022270"|7369.08|2023-01-28|"CREDITO CUENTA"
"1571743766"|7369.08|2023-01-30|"CREDITO CUENTA"
"1581566099"|2588.25|2024-01-27|"CREDITO CUENTA"
"1581388698"|3574.25|2023-12-27|"CREDITO CUENTA"
"1571867377"|3574.25|2023-12-19|"CREDITO CUENTA"
"1573029436"|24579.60|2023-03-27|"CREDITO CUENTA"
"1580673225"|20007.37|2024-02-24|"CREDITO CUENTA"
"1573029436"|24579.60|2023-03-27|"CREDITO CUENTA"
"1571864547"|24579.60|2023-03-27|"CREDITO CUENTA"
"1571911217"|24579.60|2023-03-26|"CREDITO CUENTA"
"1572655925"|7393.74|2024-01-28|"CREDITO CUENTA"
"1580673225"|8011.25|2023-12-22|"CREDITO CUENTA"
"1580673225"|8011.25|2024-01-28|"CREDITO CUENTA"
"1572721350"|8011.25|2023-12-24|"CREDITO CUENTA"
"1571551024"|7022.40|2023-12-11|"CREDITO CUENTA"
"1572949320"|7022.40|2024-01-18|"CREDITO CUENTA"
"1581383620"|6800.00|2024-01-15|"CREDITO CUENTA"
"1579291571"|6800.00|2023-02-25|"CREDITO CUENTA"
"1579978257"|4785.98|2024-04-15|"CREDITO CUENTA"
"1572280814"|4785.98|2024-04-24|"CREDITO CUENTA"
"1572762177"|24559.20|2023-04-22|"CREDITO CUENTA"
"1580684401"|1232.36|2024-01-04|"CREDITO CUENTA"
"1572949320"|1226.06|2024-01-08|"CREDITO CUENTA"
"1579702966"|814.11|2024-04-12|"CREDITO CUENTA"
"1572280195"|49140.00|2023-05-29|"CREDITO CUENTA"
"1578480533"|49140.00|2023-05-31|"CREDITO CUENTA"
"1572079636"|2220.08|2024-04-13|"CREDITO CUENTA"
"1572165106"|8633.00|2023-11-28|"CREDITO CUENTA"
"1580945850"|1134.00|2024-01-30|"CREDITO CUENTA"
"1579465332"|1134.00|2024-01-21|"CREDITO CUENTA"
"1571849812"|1134.00|2024-01-28|"CREDITO CUENTA"
"1579412848"|395.00|2024-02-29|"CREDITO CUENTA"
"1572452316"|1849.50|2023-11-28|"CREDITO CUENTA"
"1572008773"|10015.00|2024-02-17|"CREDITO CUENTA"
"1580175742"|10015.00|2024-02-20|"CREDITO CUENTA"
"1580175742"|10015.00|2023-11-30|"CREDITO CUENTA"
"1580909772"|10015.00|2024-04-10|"CREDITO CUENTA"
"1572805849"|9862.00|2024-02-05|"CREDITO CUENTA"
"1577867605"|614.50|2023-03-26|"CREDITO CUENTA"
"1572545727"|2443.00|2024-03-16|"CREDITO CUENTA"
"1571551717"|4928.56|2023-12-06|"CREDITO CUENTA"
"1572459369"|6168.35|2023-11-20|"CREDITO CUENTA"
"1572863809"|3021.00|2023-02-24|"CREDITO CUENTA"
"1578029430"|3021.00|2023-02-23|"CREDITO CUENTA"
"1578925301"|4022.00|2024-02-23|"CREDITO CUENTA"
"1572533303"|5010.24|2023-04-22|"CREDITO CUENTA"
"1579855591"|5010.24|2023-05-23|"CREDITO CUENTA"
"1579855591"|1524.00|2023-05-28|"CREDITO CUENTA"
"1572474492"|1524.00|2023-03-27|"CREDITO CUENTA"
"1572278837"|4022.00|2023-11-22|"CREDITO CUENTA"
"1578480533"|5916.00|2023-12-02|"CREDITO CUENTA"
"1572667459"|5916.00|2023-12-19|"CREDITO CUENTA"
"1572542790"|5059.40|2024-03-05|"CREDITO CUENTA"
"1571570934"|10361.40|2024-03-10|"CREDITO CUENTA"
"1581521389"|10361.40|2023-11-21|"CREDITO CUENTA"
"1572165856"|10361.40|2024-04-24|"CREDITO CUENTA"
"1571868977"|3701.20|2024-03-12|"CREDITO CUENTA"
"1572070847"|3701.20|2024-03-13|"CREDITO CUENTA"
"1571537901"|3701.20|2024-03-11|"CREDITO CUENTA"
"1572255979"|5429.60|2024-03-04|"CREDITO CUENTA"
"1577728091"|5004.00|2024-01-03|"CREDITO CUENTA"
"1571786810"|3696.21|2024-01-09|"CREDITO CUENTA"
"1581659789"|12336.70|2023-11-20|"CREDITO CUENTA"
"1579916151"|12336.80|2024-02-26|"CREDITO CUENTA"
"1581418424"|12336.80|2024-02-25|"CREDITO CUENTA"
"1572711571"|7151.40|2024-02-26|"CREDITO CUENTA"
"1571570934"|9621.30|2024-03-17|"CREDITO CUENTA"
"1571825084"|9621.30|2024-04-25|"CREDITO CUENTA"
"1578629619"|4442.40|2023-10-31|"CREDITO CUENTA"
"1578963202"|5669.50|2023-12-21|"CREDITO CUENTA"
"1581559105"|1966.00|2023-03-28|"CREDITO CUENTA"
"1572747476"|7402.08|2024-02-26|"CREDITO CUENTA"
"1578010392"|7894.40|2024-02-24|"CREDITO CUENTA"
"1572279596"|2465.85|2024-02-12|"CREDITO CUENTA"
"1571940691"|2465.85|2024-02-12|"CREDITO CUENTA"
"1572041356"|24673.00|2024-03-16|"CREDITO CUENTA"
"1572766755"|24673.00|2024-03-16|"CREDITO CUENTA"
"1571579206"|9865.44|2024-03-28|"CREDITO CUENTA"
"1572102826"|9865.44|2024-04-01|"CREDITO CUENTA"
"1572079218"|9865.44|2024-04-01|"CREDITO CUENTA"
"1573021527"|2459.32|2023-06-30|"CREDITO CUENTA"
"1580746232"|2459.32|2023-06-30|"CREDITO CUENTA"
"1580015696"|2459.32|2023-06-30|"CREDITO CUENTA"
"1571580326"|2270.54|2023-11-04|"CREDITO CUENTA"
"1573021527"|5544.00|2024-01-09|"CREDITO CUENTA"
"1571749786"|5544.00|2024-01-12|"CREDITO CUENTA"
"1578029430"|5544.00|2023-12-08|"CREDITO CUENTA"
"1580113169"|2456.42|2023-05-26|"CREDITO CUENTA"
"1571562599"|2456.42|2023-05-26|"CREDITO CUENTA"
"1578029430"|5544.00|2024-01-19|"CREDITO CUENTA"
"1572182213"|7392.87|2024-01-07|"CREDITO CUENTA"
"1571933442"|12339.00|2023-11-22|"CREDITO CUENTA"
"1580075459"|12339.00|2024-04-28|"CREDITO CUENTA"
"1572527079"|2466.50|2024-03-26|"CREDITO CUENTA"
"1572063834"|5550.75|2024-02-19|"CREDITO CUENTA"
"1571818025"|5550.75|2024-03-22|"CREDITO CUENTA"
"1573021527"|5550.75|2024-03-14|"CREDITO CUENTA"
"1579887966"|5550.75|2023-10-30|"CREDITO CUENTA"
"1572814840"|5550.75|2023-11-26|"CREDITO CUENTA"
"1571570934"|5550.75|2024-04-15|"CREDITO CUENTA"
"1573021527"|5550.75|2024-04-14|"CREDITO CUENTA"
"1572777685"|5550.75|2024-04-25|"CREDITO CUENTA"
"1572567972"|11104.00|2024-03-09|"CREDITO CUENTA"
"1571825084"|11104.00|2024-02-25|"CREDITO CUENTA"
"1581954688"|11104.00|2024-02-26|"CREDITO CUENTA"
"1579288298"|11104.00|2024-02-26|"CREDITO CUENTA"
"1579891065"|12324.00|2024-01-30|"CREDITO CUENTA"
"1572403979"|12324.00|2023-12-19|"CREDITO CUENTA"
"1581013442"|22104.00|2023-05-22|"CREDITO CUENTA"
