"NEW_BP"|"MONTO_LPS"|"FECHA_TRANSACCION"|"CANAL"
"1572280473"|17073.02|2023-05-29|"CREDITO CUENTA"
"1581100122"|1891.54|2023-05-29|"CREDITO CUENTA"
"1581382228"|26358.78|2023-05-29|"CREDITO CUENTA"
"1580906517"|3684.83|2023-05-29|"CREDITO CUENTA"
"1580160686"|6019.65|2023-05-29|"CREDITO CUENTA"
"1572787144"|3600.07|2023-05-29|"CREDITO CUENTA"
"1571831454"|3562.00|2023-05-29|"CREDITO CUENTA"
"1573069715"|23004.36|2023-05-29|"CREDITO CUENTA"
"1579294956"|3513.51|2023-05-29|"CREDITO CUENTA"
"1580775719"|2038.95|2023-05-29|"CREDITO CUENTA"
"1572632011"|49131.00|2023-05-29|"CREDITO CUENTA"
"1572327463"|5404.40|2023-05-29|"CREDITO CUENTA"
"1572673633"|6632.68|2023-05-29|"CREDITO CUENTA"
"1572775676"|3575.79|2023-05-29|"CREDITO CUENTA"
"1579687049"|5036.85|2023-06-01|"CREDITO CUENTA"
"1572056060"|73685.43|2023-06-02|"CREDITO CUENTA"
"1580659517"|2458.08|2023-03-29|"CREDITO CUENTA"
"1572581230"|4916.16|2023-03-29|"CREDITO CUENTA"
"1571773451"|17060.00|2023-03-29|"CREDITO CUENTA"
"1571877216"|49161.60|2023-03-29|"CREDITO CUENTA"
"1571877216"|46703.52|2023-03-29|"CREDITO CUENTA"
"1572001049"|5430.00|2023-03-29|"CREDITO CUENTA"
"1571814794"|61452.00|2023-03-29|"CREDITO CUENTA"
"1571560667"|22123.00|2023-03-29|"CREDITO CUENTA"
"1581496617"|2703.89|2023-03-29|"CREDITO CUENTA"
"1581496617"|614.52|2023-03-29|"CREDITO CUENTA"
"1571563810"|3392.15|2023-03-29|"CREDITO CUENTA"
"1573073981"|70000.00|2023-03-29|"CREDITO CUENTA"
"1571534992"|2458.08|2023-03-29|"CREDITO CUENTA"
"1572792561"|2458.08|2023-03-29|"CREDITO CUENTA"
"1579512978"|11061.36|2023-03-29|"CREDITO CUENTA"
"1572281920"|1966.71|2023-03-29|"CREDITO CUENTA"
"1582087099"|15977.00|2023-03-29|"CREDITO CUENTA"
"1572094900"|15511.00|2023-03-29|"CREDITO CUENTA"
"1573036849"|5508.16|2023-03-29|"CREDITO CUENTA"
"1580107411"|466.00|2023-03-29|"CREDITO CUENTA"
"1572544094"|5311.00|2023-03-29|"CREDITO CUENTA"
"1571630027"|614.09|2023-01-29|"CREDITO CUENTA"
"1571864547"|17194.52|2023-01-29|"CREDITO CUENTA"
"1579903759"|1634.85|2023-03-28|"CREDITO CUENTA"
"1572459369"|14738.16|2023-01-29|"CREDITO CUENTA"
"1572067791"|61409.00|2023-01-29|"CREDITO CUENTA"
"1580160686"|7270.83|2023-01-29|"CREDITO CUENTA"
"1578630677"|14711.44|2023-01-29|"CREDITO CUENTA"
"1572278259"|11666.00|2023-01-29|"CREDITO CUENTA"
"1580568706"|4052.40|2023-01-29|"CREDITO CUENTA"
"1573012634"|2063.34|2023-01-29|"CREDITO CUENTA"
"1580115207"|614.09|2023-01-29|"CREDITO CUENTA"
"1571560667"|24417.00|2023-01-29|"CREDITO CUENTA"
"1580913685"|10316.71|2023-01-29|"CREDITO CUENTA"
"1571757016"|4053.00|2023-01-29|"CREDITO CUENTA"
"1571570934"|7171.52|2023-01-29|"CREDITO CUENTA"
"1571824091"|9455.60|2023-01-29|"CREDITO CUENTA"
"1572923783"|13733.68|2023-01-29|"CREDITO CUENTA"
"1581122707"|15869.15|2023-01-29|"CREDITO CUENTA"
"1573074289"|2309.24|2023-02-25|"CREDITO CUENTA"
"1579534204"|1105.65|2023-02-25|"CREDITO CUENTA"
"1572771092"|4252.10|2023-03-25|"CREDITO CUENTA"
"1571826597"|3392.04|2023-03-25|"CREDITO CUENTA"
"1571556344"|3683.55|2023-04-25|"CREDITO CUENTA"
"1571790063"|5010.83|2023-05-25|"CREDITO CUENTA"
"1572792025"|4591.00|2023-01-25|"CREDITO CUENTA"
"1573020828"|7369.92|2023-02-25|"CREDITO CUENTA"
"1571926344"|442.43|2023-03-25|"CREDITO CUENTA"
"1572282156"|5014.24|2023-03-25|"CREDITO CUENTA"
"1571564802"|4912.58|2023-05-25|"CREDITO CUENTA"
"1571697023"|3193.18|2023-05-25|"CREDITO CUENTA"
"1572982260"|2456.29|2023-05-25|"CREDITO CUENTA"
"1571737090"|2702.70|2023-01-25|"CREDITO CUENTA"
"1580074892"|140000.00|2023-01-25|"CREDITO CUENTA"
"1572001005"|860.12|2023-01-25|"CREDITO CUENTA"
"1572411822"|5038.90|2023-03-25|"CREDITO CUENTA"
"1579575074"|1869.00|2023-03-25|"CREDITO CUENTA"
"1572514884"|7659.60|2023-04-25|"CREDITO CUENTA"
"1571826597"|2406.88|2023-05-25|"CREDITO CUENTA"
"1572206187"|3684.25|2023-05-25|"CREDITO CUENTA"
"1579575074"|1744.00|2023-04-25|"CREDITO CUENTA"
"1578723740"|5158.95|2023-02-25|"CREDITO CUENTA"
"1571949139"|8897.82|2023-03-25|"CREDITO CUENTA"
"1581016096"|12279.00|2023-04-25|"CREDITO CUENTA"
"1571949139"|10809.22|2023-02-25|"CREDITO CUENTA"
"1572369485"|4056.00|2023-03-25|"CREDITO CUENTA"
"1573012634"|8400.00|2023-05-25|"CREDITO CUENTA"
"1573061910"|51084.80|2023-04-25|"CREDITO CUENTA"
"1571579338"|48960.00|2023-05-25|"CREDITO CUENTA"
"1572783976"|614.25|2023-04-25|"CREDITO CUENTA"
"1581248437"|2505.42|2023-05-25|"CREDITO CUENTA"
"1580113169"|6141.60|2023-02-25|"CREDITO CUENTA"
"1573022270"|9826.56|2023-02-25|"CREDITO CUENTA"
"1579435723"|3070.80|2023-02-25|"CREDITO CUENTA"
"1579870613"|10809.22|2023-02-25|"CREDITO CUENTA"
"1571545568"|22110.00|2023-02-25|"CREDITO CUENTA"
"1572873687"|1842.50|2023-02-25|"CREDITO CUENTA"
"1579912639"|1303.00|2023-02-25|"CREDITO CUENTA"
"1581382228"|2063.58|2023-02-25|"CREDITO CUENTA"
"1581067549"|1965.60|2023-02-25|"CREDITO CUENTA"
"1572260722"|6136.60|2023-02-25|"CREDITO CUENTA"
"1578743718"|3734.35|2023-02-25|"CREDITO CUENTA"
"1578257730"|15231.00|2023-02-25|"CREDITO CUENTA"
"1571884342"|14739.85|2023-02-25|"CREDITO CUENTA"
"1580361774"|7369.92|2023-02-25|"CREDITO CUENTA"
"1572255979"|9826.56|2023-02-25|"CREDITO CUENTA"
"1572280390"|2088.14|2023-02-25|"CREDITO CUENTA"
"1571817220"|20882.00|2023-02-25|"CREDITO CUENTA"
"1580738440"|982.80|2023-02-25|"CREDITO CUENTA"
"1572519688"|13512.00|2023-02-25|"CREDITO CUENTA"
"1571542008"|3071.25|2023-02-25|"CREDITO CUENTA"
"1580738440"|614.25|2023-02-25|"CREDITO CUENTA"
"1577895550"|4550.00|2023-02-25|"CREDITO CUENTA"
"1578548683"|614.15|2023-02-25|"CREDITO CUENTA"
"1578776741"|3684.95|2023-02-25|"CREDITO CUENTA"
"1573036849"|5012.28|2023-02-25|"CREDITO CUENTA"
"1572280789"|17196.00|2023-02-25|"CREDITO CUENTA"
"1579631702"|9825.80|2023-02-25|"CREDITO CUENTA"
"1572845560"|3243.90|2023-02-25|"CREDITO CUENTA"
"1571539679"|15699.84|2023-02-25|"CREDITO CUENTA"
"1580600362"|11645.52|2023-02-25|"CREDITO CUENTA"
"1572544094"|1058.00|2023-02-25|"CREDITO CUENTA"
"1581528745"|1764.00|2023-02-25|"CREDITO CUENTA"
"1579209780"|737.39|2023-03-25|"CREDITO CUENTA"
"1572527079"|49159.20|2023-03-25|"CREDITO CUENTA"
"1572182213"|8234.17|2023-03-25|"CREDITO CUENTA"
"1572503419"|19664.00|2023-03-25|"CREDITO CUENTA"
"1581022294"|29496.00|2023-03-25|"CREDITO CUENTA"
"1572300392"|6759.39|2023-03-25|"CREDITO CUENTA"
"1580341252"|9340.00|2023-03-25|"CREDITO CUENTA"
"1572953574"|8479.96|2023-03-25|"CREDITO CUENTA"
"1580080172"|2457.85|2023-03-25|"CREDITO CUENTA"
"1571931378"|4915.75|2023-03-25|"CREDITO CUENTA"
"1573031655"|10012.32|2023-03-25|"CREDITO CUENTA"
"1572186599"|4547.23|2023-03-25|"CREDITO CUENTA"
"1572017177"|13150.09|2023-03-25|"CREDITO CUENTA"
"1571570934"|2310.52|2023-03-25|"CREDITO CUENTA"
"1571537014"|3023.34|2023-03-25|"CREDITO CUENTA"
"1572762653"|10077.80|2023-03-25|"CREDITO CUENTA"
"1579506898"|1081.52|2023-03-25|"CREDITO CUENTA"
"1580298467"|368.70|2023-03-25|"CREDITO CUENTA"
"1572601271"|4007.00|2023-03-25|"CREDITO CUENTA"
"1578776741"|2949.45|2023-03-25|"CREDITO CUENTA"
"1579790294"|2015.45|2023-03-25|"CREDITO CUENTA"
"1571873624"|17206.00|2023-03-25|"CREDITO CUENTA"
"1571938148"|26006.00|2023-03-25|"CREDITO CUENTA"
"1580107411"|796.00|2023-03-25|"CREDITO CUENTA"
"1572924594"|50368.50|2023-03-25|"CREDITO CUENTA"
"1571877216"|8924.25|2023-03-25|"CREDITO CUENTA"
"1572511358"|34041.50|2023-03-25|"CREDITO CUENTA"
"1572923783"|5304.38|2023-03-25|"CREDITO CUENTA"
"1580649834"|8619.61|2023-03-25|"CREDITO CUENTA"
"1571979151"|829.08|2023-03-25|"CREDITO CUENTA"
"1579585241"|3006.47|2023-03-25|"CREDITO CUENTA"
"1579209780"|859.50|2023-04-25|"CREDITO CUENTA"
"1572742573"|3437.98|2023-04-25|"CREDITO CUENTA"
"1572283108"|13751.92|2023-04-25|"CREDITO CUENTA"
"1571849267"|2455.70|2023-04-25|"CREDITO CUENTA"
"1579234250"|10570.00|2023-04-25|"CREDITO CUENTA"
"1578945327"|4714.94|2023-04-25|"CREDITO CUENTA"
"1579234250"|57544.00|2023-04-25|"CREDITO CUENTA"
"1572827366"|17018.00|2023-04-25|"CREDITO CUENTA"
"1572719143"|36836.00|2023-04-25|"CREDITO CUENTA"
"1572180621"|24314.40|2023-04-25|"CREDITO CUENTA"
"1572180621"|24314.40|2023-04-25|"CREDITO CUENTA"
"1572403979"|14734.20|2023-04-25|"CREDITO CUENTA"
"1572539485"|9578.40|2023-04-25|"CREDITO CUENTA"
"1572953574"|9626.34|2023-04-25|"CREDITO CUENTA"
"1572279928"|5009.63|2023-04-25|"CREDITO CUENTA"
"1572092964"|12278.50|2023-04-25|"CREDITO CUENTA"
"1572777685"|12034.40|2023-04-25|"CREDITO CUENTA"
"1578723740"|10068.37|2023-04-25|"CREDITO CUENTA"
"1572017177"|25293.71|2023-04-25|"CREDITO CUENTA"
"1578282296"|12279.00|2023-04-25|"CREDITO CUENTA"
"1578282296"|12279.00|2023-04-25|"CREDITO CUENTA"
"1571880431"|9823.00|2023-04-25|"CREDITO CUENTA"
"1572079490"|10020.48|2023-04-25|"CREDITO CUENTA"
"1572094900"|4986.00|2023-04-25|"CREDITO CUENTA"
"1579235330"|736.71|2023-04-25|"CREDITO CUENTA"
"1578275322"|1227.85|2023-04-25|"CREDITO CUENTA"
"1580115413"|2455.70|2023-04-25|"CREDITO CUENTA"
"1571923531"|2456.29|2023-05-25|"CREDITO CUENTA"
"1580488962"|5156.97|2023-04-25|"CREDITO CUENTA"
"1578098781"|1322.23|2023-04-25|"CREDITO CUENTA"
"1580578632"|3684.44|2023-05-25|"CREDITO CUENTA"
"1571538924"|614.07|2023-05-25|"CREDITO CUENTA"
"1581252650"|34019.62|2023-05-25|"CREDITO CUENTA"
"1572808737"|20002.46|2023-05-25|"CREDITO CUENTA"
"1572819591"|1350.80|2023-05-25|"CREDITO CUENTA"
"1572063834"|5206.97|2023-05-25|"CREDITO CUENTA"
"1580275531"|786.01|2023-05-25|"CREDITO CUENTA"
"1572762177"|1228.10|2023-05-25|"CREDITO CUENTA"
"1571705970"|4422.00|2023-05-25|"CREDITO CUENTA"
"1580115413"|1473.70|2023-05-25|"CREDITO CUENTA"
"1571579338"|61300.00|2023-05-26|"CREDITO CUENTA"
"1577909913"|1435.63|2023-05-25|"CREDITO CUENTA"
"1572896133"|513.00|2023-05-25|"CREDITO CUENTA"
"1572523475"|14744.90|2023-01-25|"CREDITO CUENTA"
"1571543484"|20003.89|2023-01-25|"CREDITO CUENTA"
"1571979844"|5992.62|2023-01-25|"CREDITO CUENTA"
"1572460769"|4915.95|2023-01-25|"CREDITO CUENTA"
"1577821987"|17199.00|2023-01-25|"CREDITO CUENTA"
"1578110918"|4055.00|2023-01-25|"CREDITO CUENTA"
"1581059488"|22113.00|2023-01-25|"CREDITO CUENTA"
"1571938736"|12039.30|2023-01-25|"CREDITO CUENTA"
"1572793265"|2211.75|2023-01-25|"CREDITO CUENTA"
"1577821987"|73724.40|2023-01-25|"CREDITO CUENTA"
"1572063834"|4177.70|2023-01-25|"CREDITO CUENTA"
"1572331585"|982.99|2023-01-25|"CREDITO CUENTA"
"1578607113"|5922.75|2023-01-25|"CREDITO CUENTA"
"1579228217"|3686.20|2023-01-25|"CREDITO CUENTA"
"1571679331"|12948.39|2023-01-25|"CREDITO CUENTA"
"1572089585"|4915.74|2023-03-24|"CREDITO CUENTA"
"1571826597"|2873.52|2023-02-24|"CREDITO CUENTA"
"1572089585"|1473.87|2023-02-24|"CREDITO CUENTA"
"1571556344"|19158.13|2023-05-24|"CREDITO CUENTA"
"1571697023"|3441.20|2023-01-24|"CREDITO CUENTA"
"1572411822"|1705.20|2023-02-24|"CREDITO CUENTA"
"1572209334"|29079.04|2023-02-24|"CREDITO CUENTA"
"1571823038"|24564.50|2023-02-24|"CREDITO CUENTA"
"1572160112"|4715.52|2023-02-24|"CREDITO CUENTA"
"1571556344"|9463.18|2023-01-24|"CREDITO CUENTA"
"1572771092"|4670.15|2023-01-24|"CREDITO CUENTA"
"1571557902"|7373.91|2023-01-24|"CREDITO CUENTA"
"1580182562"|3441.20|2023-03-24|"CREDITO CUENTA"
"1571744795"|3686.81|2023-03-24|"CREDITO CUENTA"
"1571850543"|5161.80|2023-03-24|"CREDITO CUENTA"
"1571743766"|7172.83|2023-02-24|"CREDITO CUENTA"
"1572699351"|5550.56|2023-04-24|"CREDITO CUENTA"
"1579352748"|2701.79|2023-05-24|"CREDITO CUENTA"
"1579575074"|1131.00|2023-03-24|"CREDITO CUENTA"
"1572301197"|24382.07|2023-03-24|"CREDITO CUENTA"
"1578395294"|442.08|2023-04-24|"CREDITO CUENTA"
"1572768445"|2449.00|2023-04-24|"CREDITO CUENTA"
"1572837684"|6022.10|2023-01-24|"CREDITO CUENTA"
"1573029436"|2408.81|2023-01-24|"CREDITO CUENTA"
"1571560452"|614.47|2023-03-24|"CREDITO CUENTA"
"1579433008"|2454.45|2023-02-24|"CREDITO CUENTA"
"1579433008"|2455.97|2023-01-24|"CREDITO CUENTA"
"1580113169"|1966.30|2023-03-24|"CREDITO CUENTA"
"1572261096"|8602.55|2023-03-24|"CREDITO CUENTA"
"1572486643"|4055.49|2023-03-24|"CREDITO CUENTA"
"1578674259"|10077.27|2023-03-24|"CREDITO CUENTA"
"1571681713"|5530.21|2023-03-24|"CREDITO CUENTA"
"1578066034"|2580.76|2023-03-24|"CREDITO CUENTA"
"1581100122"|12240.19|2023-03-24|"CREDITO CUENTA"
"1572072926"|21260.58|2023-03-24|"CREDITO CUENTA"
"1572280573"|2335.10|2023-03-24|"CREDITO CUENTA"
"1580080191"|3072.50|2023-03-24|"CREDITO CUENTA"
"1572539485"|1843.50|2023-03-24|"CREDITO CUENTA"
"1572052767"|245.80|2023-03-24|"CREDITO CUENTA"
"1579863246"|614.45|2023-03-24|"CREDITO CUENTA"
"1572873687"|1597.55|2023-03-24|"CREDITO CUENTA"
"1571830598"|7251.00|2023-03-24|"CREDITO CUENTA"
"1572600315"|1082.00|2023-03-24|"CREDITO CUENTA"
"1581382228"|2629.92|2023-03-24|"CREDITO CUENTA"
"1572600172"|17304.00|2023-03-24|"CREDITO CUENTA"
"1572041737"|2457.75|2023-03-24|"CREDITO CUENTA"
"1580775719"|860.20|2023-03-24|"CREDITO CUENTA"
"1571869063"|2457.75|2023-03-24|"CREDITO CUENTA"
"1571849267"|7373.30|2023-03-24|"CREDITO CUENTA"
"1571986657"|1806.45|2023-03-24|"CREDITO CUENTA"
"1572775676"|17205.00|2023-03-24|"CREDITO CUENTA"
"1572782280"|17204.40|2023-03-24|"CREDITO CUENTA"
"1578257730"|13518.00|2023-03-24|"CREDITO CUENTA"
"1580914698"|983.15|2023-03-24|"CREDITO CUENTA"
"1571625501"|2089.19|2023-03-24|"CREDITO CUENTA"
"1571578687"|6139.68|2023-03-24|"CREDITO CUENTA"
"1572641862"|3735.80|2023-03-24|"CREDITO CUENTA"
"1579585241"|416.36|2023-03-24|"CREDITO CUENTA"
"1579585241"|297.40|2023-03-24|"CREDITO CUENTA"
"1579585241"|981.42|2023-03-24|"CREDITO CUENTA"
"1571860256"|6000.23|2023-03-24|"CREDITO CUENTA"
"1572792561"|2500.10|2023-03-24|"CREDITO CUENTA"
"1571849267"|4912.90|2023-02-24|"CREDITO CUENTA"
"1571779434"|3684.68|2023-02-24|"CREDITO CUENTA"
"1579014869"|1228.23|2023-02-24|"CREDITO CUENTA"
"1579209780"|736.94|2023-02-24|"CREDITO CUENTA"
"1581252650"|5011.16|2023-02-24|"CREDITO CUENTA"
"1571864415"|1301.92|2023-02-24|"CREDITO CUENTA"
"1573024942"|1596.69|2023-02-24|"CREDITO CUENTA"
"1572903001"|2359.00|2023-02-24|"CREDITO CUENTA"
"1572731900"|15227.20|2023-02-24|"CREDITO CUENTA"
"1573047530"|5157.60|2023-02-24|"CREDITO CUENTA"
"1572081126"|515.85|2023-02-24|"CREDITO CUENTA"
"1578945327"|14542.18|2023-02-24|"CREDITO CUENTA"
"1572345816"|2505.58|2023-02-24|"CREDITO CUENTA"
"1571830598"|6879.00|2023-02-24|"CREDITO CUENTA"
"1579465332"|4912.90|2023-02-24|"CREDITO CUENTA"
"1580589191"|14739.00|2023-02-24|"CREDITO CUENTA"
"1573036849"|7024.16|2023-02-24|"CREDITO CUENTA"
"1572158725"|4912.90|2023-02-24|"CREDITO CUENTA"
"1580852224"|900.15|2023-02-24|"CREDITO CUENTA"
"1572783731"|1800.25|2023-02-24|"CREDITO CUENTA"
"1572283306"|3561.08|2023-04-24|"CREDITO CUENTA"
"1571779434"|4175.06|2023-04-24|"CREDITO CUENTA"
"1572397470"|751.51|2023-04-24|"CREDITO CUENTA"
"1571906501"|4000.20|2023-04-24|"CREDITO CUENTA"
"1571925842"|1006.96|2023-04-24|"CREDITO CUENTA"
"1578921663"|3315.60|2023-04-24|"CREDITO CUENTA"
"1571579056"|33500.00|2023-04-24|"CREDITO CUENTA"
"1572001005"|31926.96|2023-04-24|"CREDITO CUENTA"
"1573029436"|17511.00|2023-04-24|"CREDITO CUENTA"
"1573044987"|982.37|2023-04-24|"CREDITO CUENTA"
"1581233076"|8309.60|2023-04-24|"CREDITO CUENTA"
"1571763459"|3193.00|2023-04-24|"CREDITO CUENTA"
"1572623951"|11051.65|2023-04-24|"CREDITO CUENTA"
"1571786810"|4911.85|2023-04-24|"CREDITO CUENTA"
"1571599446"|7353.00|2023-04-24|"CREDITO CUENTA"
"1579167958"|270.15|2023-04-24|"CREDITO CUENTA"
"1579629843"|1006.93|2023-04-24|"CREDITO CUENTA"
"1579234250"|36103.20|2023-04-24|"CREDITO CUENTA"
"1579088722"|1719.15|2023-04-24|"CREDITO CUENTA"
"1572984434"|1228.09|2023-05-24|"CREDITO CUENTA"
"1572903610"|535.43|2023-04-23|"CREDITO CUENTA"
"1581706712"|3684.26|2023-05-24|"CREDITO CUENTA"
"1580673225"|8006.56|2023-05-24|"CREDITO CUENTA"
"1579298905"|6508.85|2023-05-24|"CREDITO CUENTA"
"1580308417"|3684.26|2023-05-24|"CREDITO CUENTA"
"1572514884"|26750.39|2023-05-24|"CREDITO CUENTA"
"1572331830"|786.00|2023-05-24|"CREDITO CUENTA"
"1572499095"|14738.00|2023-05-24|"CREDITO CUENTA"
"1572499095"|14738.00|2023-05-24|"CREDITO CUENTA"
"1572079490"|3512.08|2023-05-24|"CREDITO CUENTA"
"1572301197"|7515.36|2023-05-24|"CREDITO CUENTA"
"1572145993"|6140.42|2023-05-24|"CREDITO CUENTA"
"1578758720"|3684.26|2023-05-24|"CREDITO CUENTA"
"1572174598"|3684.26|2023-05-24|"CREDITO CUENTA"
"1571737090"|2701.50|2023-05-24|"CREDITO CUENTA"
"1572293253"|6170.14|2023-05-24|"CREDITO CUENTA"
"1578723740"|9501.94|2023-05-24|"CREDITO CUENTA"
"1579228217"|9332.95|2023-05-24|"CREDITO CUENTA"
"1572280721"|9137.00|2023-05-24|"CREDITO CUENTA"
"1573075275"|4912.10|2023-05-24|"CREDITO CUENTA"
"1572281364"|29474.04|2023-05-24|"CREDITO CUENTA"
"1572722993"|6144.92|2023-01-24|"CREDITO CUENTA"
"1578885765"|7600.00|2023-01-24|"CREDITO CUENTA"
"1572300392"|6759.42|2023-01-24|"CREDITO CUENTA"
"1579903759"|491.60|2023-01-24|"CREDITO CUENTA"
"1572527036"|22121.73|2023-01-24|"CREDITO CUENTA"
"1571623437"|6022.03|2023-01-24|"CREDITO CUENTA"
"1580050120"|882.00|2023-01-24|"CREDITO CUENTA"
"1572230941"|9831.88|2023-01-24|"CREDITO CUENTA"
"1571649356"|12289.85|2023-01-24|"CREDITO CUENTA"
"1573044987"|737.39|2023-01-24|"CREDITO CUENTA"
"1580572186"|760.00|2023-01-24|"CREDITO CUENTA"
"1572280789"|4720.45|2023-01-24|"CREDITO CUENTA"
"1578660335"|29127.00|2023-01-24|"CREDITO CUENTA"
"1571717705"|417.86|2023-01-24|"CREDITO CUENTA"
"1572349053"|10323.60|2023-01-24|"CREDITO CUENTA"
"1578066034"|1228.99|2023-01-24|"CREDITO CUENTA"
"1572163533"|14747.80|2023-01-24|"CREDITO CUENTA"
"1580115413"|3686.95|2023-01-24|"CREDITO CUENTA"
"1572792561"|1192.00|2023-01-24|"CREDITO CUENTA"
"1571926344"|319.67|2023-01-26|"CREDITO CUENTA"
"1572042486"|14684.48|2023-04-26|"CREDITO CUENTA"
"1572527035"|31805.20|2023-05-26|"CREDITO CUENTA"
"1579392051"|2259.52|2023-05-26|"CREDITO CUENTA"
"1572784622"|8598.24|2023-02-26|"CREDITO CUENTA"
"1571926344"|343.78|2023-04-26|"CREDITO CUENTA"
"1573001433"|9087.20|2023-06-01|"CREDITO CUENTA"
"1571790063"|4055.63|2023-03-26|"CREDITO CUENTA"
"1579234250"|7613.60|2023-04-26|"CREDITO CUENTA"
"1579360381"|3316.17|2023-05-26|"CREDITO CUENTA"
"1571848339"|6755.16|2023-05-26|"CREDITO CUENTA"
"1572845964"|12281.45|2023-05-26|"CREDITO CUENTA"
"1571722668"|3192.30|2023-04-26|"CREDITO CUENTA"
"1579352748"|4665.64|2023-04-26|"CREDITO CUENTA"
"1580281931"|15972.00|2023-01-26|"CREDITO CUENTA"
"1571743766"|2948.40|2023-01-26|"CREDITO CUENTA"
"1579575074"|1130.00|2023-05-26|"CREDITO CUENTA"
"1579317932"|5157.60|2023-05-26|"CREDITO CUENTA"
"1572806672"|1573.00|2023-05-26|"CREDITO CUENTA"
"1578630653"|23341.50|2023-02-26|"CREDITO CUENTA"
"1578723740"|7371.35|2023-01-26|"CREDITO CUENTA"
"1572837684"|5653.40|2023-03-26|"CREDITO CUENTA"
"1572253171"|4298.00|2023-05-26|"CREDITO CUENTA"
"1572668790"|5529.00|2023-01-26|"CREDITO CUENTA"
"1572282423"|4912.84|2023-05-26|"CREDITO CUENTA"
"1572250938"|6141.05|2023-05-26|"CREDITO CUENTA"
"1578808787"|8597.47|2023-05-26|"CREDITO CUENTA"
"1572551332"|2702.06|2023-05-26|"CREDITO CUENTA"
"1572012120"|2702.06|2023-05-26|"CREDITO CUENTA"
"1579209780"|2259.91|2023-05-26|"CREDITO CUENTA"
"1578808787"|515.85|2023-05-26|"CREDITO CUENTA"
"1571700215"|4814.58|2023-05-26|"CREDITO CUENTA"
"1572135421"|245.60|2023-05-26|"CREDITO CUENTA"
"1579984981"|4961.12|2023-05-26|"CREDITO CUENTA"
"1572788066"|6213.68|2023-05-26|"CREDITO CUENTA"
"1578113242"|5011.10|2023-05-26|"CREDITO CUENTA"
"1571623437"|3021.40|2023-05-26|"CREDITO CUENTA"
"1573036849"|15006.16|2023-05-26|"CREDITO CUENTA"
"1572475764"|2257.68|2023-05-26|"CREDITO CUENTA"
"1571786810"|4912.60|2023-05-26|"CREDITO CUENTA"
"1572265469"|7861.00|2023-05-26|"CREDITO CUENTA"
"1580923742"|4790.00|2023-05-26|"CREDITO CUENTA"
"1571560452"|2210.78|2023-05-26|"CREDITO CUENTA"
"1572280195"|5028.65|2023-05-26|"CREDITO CUENTA"
"1579234250"|6385.60|2023-05-26|"CREDITO CUENTA"
"1573042372"|5011.55|2023-02-26|"CREDITO CUENTA"
"1572544094"|5292.00|2023-05-26|"CREDITO CUENTA"
"1572553190"|1105.65|2023-02-26|"CREDITO CUENTA"
"1579509601"|3513.51|2023-02-26|"CREDITO CUENTA"
"1572008773"|13070.00|2023-02-26|"CREDITO CUENTA"
"1572502137"|7002.00|2023-02-26|"CREDITO CUENTA"
"1571825084"|2826.00|2023-02-26|"CREDITO CUENTA"
"1572483302"|3464.37|2023-02-26|"CREDITO CUENTA"
"1572331585"|5478.31|2023-02-26|"CREDITO CUENTA"
"1572953574"|14764.41|2023-02-26|"CREDITO CUENTA"
"1572169374"|11546.21|2023-02-26|"CREDITO CUENTA"
"1580105892"|3874.50|2023-02-26|"CREDITO CUENTA"
"1571700215"|2407.51|2023-02-26|"CREDITO CUENTA"
"1571687620"|12284.00|2023-02-26|"CREDITO CUENTA"
"1580738440"|368.55|2023-02-26|"CREDITO CUENTA"
"1580487974"|17197.00|2023-02-26|"CREDITO CUENTA"
"1581033985"|2454.64|2023-02-26|"CREDITO CUENTA"
"1571766523"|20022.00|2023-02-26|"CREDITO CUENTA"
"1581100122"|859.46|2023-04-26|"CREDITO CUENTA"
"1571844461"|4984.87|2023-04-26|"CREDITO CUENTA"
"1571700903"|1178.93|2023-04-26|"CREDITO CUENTA"
"1572293253"|1500.13|2023-04-26|"CREDITO CUENTA"
"1572280390"|7612.36|2023-04-26|"CREDITO CUENTA"
"1573070483"|12278.00|2023-04-26|"CREDITO CUENTA"
"1571817220"|12278.00|2023-04-26|"CREDITO CUENTA"
"1572324027"|6385.00|2023-04-26|"CREDITO CUENTA"
"1580115207"|10043.40|2023-04-26|"CREDITO CUENTA"
"1572278785"|10560.00|2023-04-26|"CREDITO CUENTA"
"1572514884"|27959.71|2023-04-26|"CREDITO CUENTA"
"1572063834"|4175.20|2023-04-26|"CREDITO CUENTA"
"1572191206"|1179.00|2023-04-26|"CREDITO CUENTA"
"1572873687"|1596.15|2023-04-26|"CREDITO CUENTA"
"1572554456"|2578.80|2023-04-26|"CREDITO CUENTA"
"1572163323"|1522.72|2023-04-26|"CREDITO CUENTA"
"1573034455"|100696.00|2023-04-26|"CREDITO CUENTA"
"1580775719"|1473.35|2023-04-26|"CREDITO CUENTA"
"1571972795"|3438.40|2023-04-26|"CREDITO CUENTA"
"1580275531"|2946.72|2023-04-26|"CREDITO CUENTA"
"1572345816"|49087.44|2023-04-26|"CREDITO CUENTA"
"1572527079"|2946.85|2023-04-26|"CREDITO CUENTA"
"1579912639"|38602.03|2023-04-26|"CREDITO CUENTA"
"1580046289"|1227.80|2023-04-26|"CREDITO CUENTA"
